Gene,Description,BLAST_hit
Bo4g191590,,
Bo4g192810,Transcription factor PAR1 (Basic helix-loop-helix protein 165) (AtbHLH165) (bHLH 165) (Protein HELIX-LOOP-HELIX 1) (Protein PHYTOCHROME RAPIDLY REGULATED 1) (bHLH transcription factor bHLH165),PAR1 BHLH165 HLH1 At2g42870 F7D19.13
Bo4g192870,Transcription factor JUNGBRUNNEN 1 (NAC domain-containing protein 42) (ANAC042),JUB1 NAC042 At2g43000 F23E6.1
Bo4g192980,,
Bo4g194180,O-acyltransferase WSD1 (Diacylglycerol O-acyltransferase) (DGAT) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase) (EC 2.3.1.75) (Wax synthase) (WS),WSD1 At5g37300 MNJ8.9
Bo4g194400,Defensin-like protein 2 (MTI-2) (Trypsin inhibitor 2),
Bo4g194810,Ankyrin repeat protein SKIP35 (SKP1-interacting partner 35),SKIP35 At3g59910 F24G16.180
Bo4g194840,Methylenetetrahydrofolate reductase 2 (AtMTHFR2) (EC 1.5.1.20),MTHFR2 At2g44160 F6E13.29
Bo4g195100,,
Bo4g195120,,
Bo4g195200,Flavanone 3-dioxygenase 3 (EC 1.14.11.9) (Flavanone 3-beta-hydroxylase 3) (Flavanone 3-hydroxylase 3) (OsF3H-3) (Flavonoid 3-hydroxylase) (OsF3H),F3H-3 F3H Os04g0667200 LOC_Os04g57160 OSJNBa0043A12.1
Bo4g195270,,
Bo4g195360,Protein transport protein Sec61 subunit beta,At2g45070 T14P1.12
Bo4g195410,Axial regulator YABBY 1 (Fl-54) (Protein ABNORMAL FLORAL ORGANS) (Protein FILAMENTOUS FLOWER) (Protein antherless),YAB1 AFO AT FIL At2g45190 F4L23.30
Bo4g195930,F-box protein DOR (Protein DROUGHT TOLERANCE REPRESSOR),DOR At2g31470 T28P16.4
Bo4g196100,rRNA-processing protein FCF1 homolog,FCF1
Bo4g198590,Probable cytochrome c oxidase subunit 5C-1 (Cytochrome c oxidase polypeptide Vc-1),At2g47380 T8I13.22
Bo4g199780,Beta-glucosidase 3 (AtBGLU3) (EC 3.2.1.21),BGLU3 At4g22100 F1N20.200
Bo5g001010,Aquaporin PIP1-3 (AtPIP1;3) (Plasma membrane intrinsic protein 1c) (PIP1c) (Transmembrane protein B) (TMP-B),PIP1-3 PIP1C TMPB At1g01620 F22L4.16
Bo5g001180,K(+) efflux antiporter 1 chloroplastic (AtKEA1),KEA1 At1g01790 T1N6.20/T1N6.21
Bo5g002380,Cytochrome P450 86A4 (EC 1.14.14.1),CYP86A4 At1g01600 F22L4.14
Bo5g002610,,
Bo5g002640,Cytochrome P450 78A6 (EC 1.14.-.-) (Protein ENHANCER OF DA1-1),CYP78A6 EOD3 At2g46660 T3A4.4
Bo5g002690,3-ketoacyl-CoA synthase 1 (KCS-1) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 1) (VLCFA condensing enzyme 1),KCS1 EL1 At1g01120 T25K16.11
Bo5g002990,Translocase of chloroplast 33 chloroplastic (AtToc33) (EC 3.6.5.-) (33 kDa chloroplast outer envelope protein) (Plastid protein import 1),TOC33 PPI1 At1g02280 T7I23.11
Bo5g003130,Probable glycerol-3-phosphate acyltransferase 2 (AtGPAT2) (EC 2.3.1.15),GPAT2 At1g02390 T6A9.17 T6A9.8
Bo5g003500,Protein RALF-like 1 (Rapid alkalinization factor 1) (AtRALF1),RALF1 RALFL1 At1g02900 F22D16.10
Bo5g003510,Glutathione S-transferase F5 (AtGSTF5) (EC 2.5.1.18) (GST class-phi member 5),GSTF5 At1g02940 F22D16.6
Bo5g004020,,
Bo5g004380,3-ketoacyl-CoA synthase 2 (KCS-2) (EC 2.3.1.199) (Docosanoic acid synthase) (Very long-chain fatty acid condensing enzyme 2) (VLCFA condensing enzyme 2),KCS2 DAISY KCS17 At1g04220 F20D22.1
Bo5g004400,Auxin-responsive protein IAA17 (Auxin response 3) (Indoleacetic acid-induced protein 17),IAA17 AXR3 At1g04250 F19P19.31
Bo5g004590,Probable methyltransferase PMT8 (EC 2.1.1.-),At1g04430 F19P19.11
Bo5g004930,TBC1 domain family member 13,Tbc1d13
Bo5g005220,Mitogen-activated protein kinase kinase kinase 18 (EC 2.7.11.25),MAPKKK18 MAP3K18 At1g05100 T7A14.2
Bo5g006950,Protein RESTRICTED TEV MOVEMENT 1 (Jacalin-related lectin 1) (Restricted tobacco etch virus movement protein 1),RTM1 JAL1 At1g05760 T20M3.2
Bo5g007010,Exosome complex component RRP41-like (Protein SLOWER GROWTH) (Ribosomal RNA-processing protein 41-like),RRP41L SLG At4g27490 F27G19.90
Bo5g007370,Phospholipase A1-IIalpha (EC 3.1.1.-),At1g06250 F9P14.11
Bo5g007460,Delta-9 desaturase-like 5 protein (EC 1.14.19.-),At1g06360 T2D23.6 T2D23_4
Bo5g007510,ATP-dependent zinc metalloprotease FTSH 8 chloroplastic (AtFTSH8) (EC 3.4.24.-),FTSH8 At1g06430 F12K11.22 F12K11_24
Bo5g007540,Probable sugar phosphate/phosphate translocator At1g06470,At1g06470 F12K11.18
Bo5g007630,1-aminocyclopropane-1-carboxylate oxidase homolog 1,At1g06620 F12K11.24 F12K11.6
Bo5g007640,1-aminocyclopropane-1-carboxylate oxidase homolog 2,At1g06640 F12K11.27 F12K11.6
Bo5g007930,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 6 (Protein ORGAN BOUNDARY 6),LSH6 OBO6 At1g07090 F10K1.20
Bo5g008030,Internal alternative NAD(P)H-ubiquinone oxidoreductase A1 mitochondrial (EC 1.6.5.9) (Internal alternative NADH dehydrogenase NDA1) (Internal non-phosphorylating NAD(P)H dehydrogenase 1) (AtNDI1) (NADH:ubiquinone reductase (non-electrogenic) NDA1),NDA1 NDI1 At1g07180 F10K1.11
Bo5g008170,Proliferating cell nuclear antigen (PCNA),
Bo5g008270,Telomere repeat-binding protein 5 (Protein TRF-LIKE 2),TRP5 TRFL2 At1g07540 F22G5.8
Bo5g008870,Beta-16-galactosyltransferase GALT29A (EC 2.4.1.-) (GT29 family galactosyltransferase 1) (AtGALT29A) (Sialyltransferase-like protein GT29A),GALT29A At1g08280 T23G18.14
Bo5g009090,Thioredoxin-like 1-1 chloroplastic (Atypical cysteine/histidine-rich thioredoxin 4) (AtACHT4) (Lilium-type thioredoxin 1-1),At1g08570 F22O13.5
Bo5g009360,Sugar transporter ERD6 (Early-responsive to dehydration protein 6) (Sugar transporter-like protein 1),ERD6 SUGTL1 At1g08930 F7G19.19
Bo5g009540,Probable protein phosphatase 2C 5 (AtPP2C05) (EC 3.1.3.16),At1g09160 T12M4.15
Bo5g009850,,
Bo5g009980,Germin-like protein subfamily 2 member 1,GLP4 GLP5 At1g09560 F14J9.22
Bo5g010000,Calcium uniporter protein 6 mitochondrial,At1g09575 F14J9.24
Bo5g010100,60S ribosomal protein L21-1,RPL21A At1g09590 F14J9.25; RPL21C At1g09690 F21M12.8
Bo5g010320,,
Bo5g010880,Transcription factor BPE (Basic helix-loop-helix protein 31) (AtbHLH31) (bHLH 31) (Protein BIG PETAL) (Transcription factor EN 88) (bHLH transcription factor bHLH031),BPE BHLH31 EN88 ZCW32 At1g59640 T30E16.21
Bo5g013550,,
Bo5g014730,G-type lectin S-receptor-like serine/threonine-protein kinase RKS1 (EC 2.7.11.1) (Receptor-like protein kinase 1),RKS1 At1g11340 T23J18.1 T28P6.1
Bo5g015110,,
Bo5g015140,Pentatricopeptide repeat-containing protein At1g20230,PCMP-H21 At1g20230 T20H2.1
Bo5g016650,Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 (EC 5.1.3.2) (EC 5.1.3.5) (UDP-D-xylose 4-epimerase) (UDP-L-arabinose 4-epimerase) (UDP-galactose 4-epimerase 1) (UDP-glucose 4-epimerase 1) (AtUGE1),UGE1 At1g12780 F13K23.3
Bo5g017130,Acid beta-fructofuranosidase 4 vacuolar (At beta fruct4) (AtBETAFRUCT4) (EC 3.2.1.26) (Acid invertase 4) (AI 4) (Acid sucrose hydrolase 4) (Vacuolar invertase 4) (Inv-V4) (VAC-INV 4) (VI 4),BFRUCT4 BETAFRUCT4 At1g12240 T28K15.3
Bo5g017310,,
Bo5g017800,Ninja-family protein AFP2 (ABI five-binding protein 2) (ABI5-binding protein 2),AFP2 At1g13740 F21F23.17
Bo5g018130,Phosphate transporter PHO1 homolog 3 (Protein PHO1 homolog 3) (AtPHO1;H3),PHO1;H3 At1g14040 F16A14.26 F7A19.13
Bo5g019610,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3-B,At1g14450 F14L17.22
Bo5g019810,Putative Myb family transcription factor At1g14600,At1g14600 T5E21.10
Bo5g020180,,
Bo5g020490,Sulfhydryl oxidase 1 (EC 1.8.3.2) (Quiescin-sulfhydryl oxidase 1) (AtQSOX1),QSOX1 QSO2 At1g15020 T15D22.7
Bo5g021190,Protein ROOT INITIATION DEFECTIVE 3 (Root initiation defective 3 protein) (WD-40 repeat-containing protein RID3),RID3 At3g49180 F2K15.40
Bo5g021280,Mediator of RNA polymerase II transcription subunit 15a,MED15A MED15_2 At1g15780 F7H2.12
Bo5g021530,Tubby-like protein 8 (AtTLP8),TULP8 At1g16070 T24D18.17
Bo5g021540,,
Bo5g021550,,
Bo5g021820,Ras-related protein RABD2b (AtRABD2b) (Ras-related protein Rab1A) (AtRab1A),RABD2B RAB1A At5g47200 MQL5.5
Bo5g021950,Auxin-responsive protein SAUR41 (Protein SMALL AUXIN UP RNA 41),SAUR41 At1g16510 F3O9.31
Bo5g021980,LOB domain-containing protein 3 (ASYMMETRIC LEAVES 2-like protein 9) (AS2-like protein 9),LBD3 ASL9 At1g16530 F3O9.33
Bo5g022000,Post-GPI attachment to proteins factor 3 (PER1-like domain-containing protein 1),pgap3 perld1 zgc:171485
Bo5g022110,NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B mitochondrial (EC 1.6.99.3) (EC 7.1.1.2),At1g16700 F19K19.1
Bo5g022260,F-box/FBD/LRR-repeat protein At1g16930,At1g16930 F6I1.6
Bo5g022290,F-box/FBD/LRR-repeat protein At1g16930,At1g16930 F6I1.6
Bo5g023410,Solanesyl diphosphate synthase 2 chloroplastic (AtSPS2) (EC 2.5.1.85) (All-trans-nonaprenyl-diphosphate synthase 2 (geranylgeranyl-diphosphate specific)),SPS2 SPPS At1g17050 F20D23.25
Bo5g023480,Interactor of constitutive active ROPs 1 (ROP-interactive partner 1),ICR1 RIP1 At1g17140 F20D23.32 F20D23_31
Bo5g023560,Glutathione S-transferase U25 (AtGSTU25) (EC 2.5.1.18) (GST class-tau member 25),GSTU25 At1g17180 F20D23.12A
Bo5g024040,Leucine-rich repeat receptor-like protein kinase PEPR2 (EC 2.7.11.1) (Elicitor peptide 1 receptor 2) (PEP1 receptor 2),PEPR2 At1g17750 F11A6.9
Bo5g025210,Thaumatin-like protein,At1g18250 T10O22.21
Bo5g025420,,
Bo5g025490,Pentatricopeptide repeat-containing protein At1g18485,PCMP-H8 At1g18485 F15H18.4
Bo5g025630,RING finger protein B (Protein rngB),rngB DDB_G0268860
Bo5g025700,Probable xyloglucan 6-xylosyltransferase 5 (EC 2.4.2.39) (Putative glycosyltransferase 5) (AtGT5) (EC 2.4.-.-),XXT5 GT5 At1g74380 F1M20.6
Bo5g026960,Calcium-dependent protein kinase 10 (EC 2.7.11.1) (Calcium-dependent protein kinase isoform CDPK1) (AtCDPK1),CPK10 CDPK1 At1g18890 F6A14.1
Bo5g027560,,
Bo5g027580,,
Bo5g027670,Chlorophyllase-1 (AtCLH1) (EC 3.1.1.14) (Chlorophyll-chlorophyllido hydrolase 1) (Chlase 1) (Coronatine-induced protein 1) (CORI1),CLH1 ATHCOR1 COR1 At1g19670 F6F9.28
Bo5g027740,Purine permease 14 (AtPUP14),PUP14 At1g19770 F14P1.13 F6F9.18
Bo5g027760,Protein SHI RELATED SEQUENCE 7,SRS7 At1g19790 F6F9.16
Bo5g027850,Myosin-17 (Myosin XI K) (AtXIK),XI-K XIK At5g20490 F7C8.80
Bo5g030250,Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme),PREP PEP
Bo5g030330,4-coumarate--CoA ligase-like 4 (EC 6.2.1.-),4CLL4 At1g20500 F5M15.18
Bo5g030360,,
Bo5g030480,,
Bo5g030510,Formin-like protein 20 (AtFH20),FH20 At5g07740/At5g07750 MBK20.20/MBK20.21
Bo5g030520,E3 ubiquitin-protein ligase RFI2 (EC 2.3.2.27) (Protein RED AND FAR-RED INSENSITIVE 2),RFI2 At2g47700 F17A22.9
Bo5g030790,Armadillo repeat-containing protein LFR (Protein LEAF AND FLOWER RELATED),LFR At3g22990 MXC7.2
Bo5g030880,Mediator of RNA polymerase II transcription subunit 15a,MED15A MED15_2 At1g15780 F7H2.12
Bo5g033070,Sm-like protein LSM3A (AtLSM3A) (U6 snRNA-associated Sm-like protein LSM3A),LSM3A At1g21190 F16F4.12
Bo5g034370,Bidirectional sugar transporter SWEET1 (AtSWEET1) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 1),SWEET1 At1g21460 F24J8.9
Bo5g034450,,
Bo5g034480,,
Bo5g034520,Sugar transporter ERD6-like 6,At1g75220 F22H5.6
Bo5g034590,Uncharacterized protein At1g21580,At1g21580 F24J8.17
Bo5g034650,,
Bo5g034890,Topless-related protein 3,TPR3 At5g27030 F15P11.3 F2P16.14
Bo5g034930,,
Bo5g035250,Agamous-like MADS-box protein AGL104,AGL104 At1g22130 F2E2.20
Bo5g035270,FCS-Like Zinc finger 5,FLZ5 DUF581-2 At1g22160 F2E2.23
Bo5g038520,Alcohol dehydrogenase-like 1 (EC 1.1.1.1),At1g22430 F12K8.22
Bo5g038690,Agamous-like MADS-box protein AGL80,AGL80 FEM111 At5g48670 K15N18.16
Bo5g038790,Sucrose transport protein SUC2 (Sucrose permease 2) (Sucrose transporter 1) (Sucrose-proton symporter 2),SUC2 SUT1 At1g22710 T22J18.12
Bo5g038910,Cytochrome c,
Bo5g039080,,
Bo5g039100,Proteasome subunit beta type-3-A (EC 3.4.25.1) (20S proteasome beta subunit C-1) (Proteasome component T),PBC1 PRCT At1g21720 F8K7.15
Bo5g039260,10 kDa chaperonin mitochondrial (Chaperonin 10) (CPN10) (Protein groES),CPN10 At1g14980 T15D22.2
Bo5g039270,MLP-like protein 31,MLP31 At1g70840 F15H11.9
Bo5g039300,,
Bo5g039420,Glutamate--glyoxylate aminotransferase 1 (AtGGT2) (EC 2.6.1.4) (Alanine aminotransferase GGT1) (EC 2.6.1.2) (Alanine--glyoxylate aminotransferase GGT1) (EC 2.6.1.44) (Alanine-2-oxoglutarate aminotransferase 1) (EC 2.6.1.-),GGAT1 AOAT1 GGT1 At1g23310 F26F24.16 F26F24_4
Bo5g039820,,
Bo5g041110,Protein JINGUBANG,JGB At2g26490 T9J22.16
Bo5g041130,Metalloendoproteinase 3-MMP (At3-MMP) (EC 3.4.24.-),3MMP At1g24140 F3I6.6
Bo5g041460,Glutathione S-transferase U13 (AtGSTU13) (EC 2.5.1.18) (GST class-tau member 13) (Glutathione S-transferase 12),GSTU13 GST12 At1g27130 T7N9.190
Bo5g041510,,
Bo5g042930,,
Bo5g043170,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (AtA alpha) (PP2A subunit A alpha isoform) (PR-65 A) (Protein ROOTS CURL IN NAPHTHYLPHTHALAMIC ACID 1) (Protein enhancer of ethylene-response 1),PP2AA1 EER1 RCN1 REGA At1g25490 F2J7.19
Bo5g043220,L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR) (Short-chain dehydrogenase 21),dhs-21 R11D1.11
Bo5g043440,,
Bo5g043640,THO complex subunit 2 (AtTHO2) (Protein EMBRYO DEFECTIVE 2793),THO2 EMB2793 At1g24706 F5A9.21/F5A9.22
Bo5g043710,,
Bo5g043930,,
Bo5g044970,B3 domain-containing protein REM17 (Protein REPRODUCTIVE MERISTEM 17),REM17 At1g26680 T24P13.6
Bo5g045270,Peptidyl-prolyl cis-trans isomerase CYP23 (PPIase CYP23) (EC 5.2.1.8) (Cyclophilin of 23 kDa) (Cyclophilin-23),CYP23 CYP23-1 At1g26940 T2P11.13
Bo5g045280,Transcription factor PRE6 (Basic helix-loop-helix protein 163) (AtbHLH163) (bHLH 163) (Protein KIDARI) (Protein PACLOBUTRAZOL RESISTANCE 6) (bHLH transcription factor bHLH163),PRE6 BHLH163 KDR At1g26945 T2P11
Bo5g048380,,
Bo5g048440,Probable sucrose-phosphatase 2 (AtSPP2) (EC 3.1.3.24),SPP2 SPP1 At2g35840 F11F19.25
Bo5g048960,Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase) (Putative apospory-associated protein C),
Bo5g049090,,
Bo5g049270,Ribosome-binding ATPase YchF,ychF engD PM0163
Bo5g049550,Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),rlmN tll2425
Bo5g051800,Protein NUCLEAR FUSION DEFECTIVE 2,NFD2 At1g24450 F21J9.11
Bo5g052190,,
Bo5g052450,,
Bo5g053500,UPF0426 protein At1g28150 chloroplastic,At1g28150 F13K9.24 F3H9.19
Bo5g054560,,
Bo5g054590,Splicing factor U2af small subunit A (U2 auxiliary factor 35 kDa subunit A) (U2 small nuclear ribonucleoprotein auxiliary factor small subunit A) (U2 snRNP auxiliary factor small subunit A) (Zinc finger CCCH domain-containing protein 8) (AtC3H8),U2AF35A AUSA At1g27650 T17H3.14 T22C5.10
Bo5g055770,Glyoxysomal processing protease glyoxysomal (AtDEG15) (EC 3.4.21.-) (DEG-protease),DEG15 GPP At1g28320 F3H9.2 F3H9.3
Bo5g057120,,
Bo5g057300,Apoptosis inhibitor 5-like protein API5 (Protein APOPTOSIS INHIBITOR 5),API5 Os02g0313400 LOC_Os02g20930 OsJ_06432 P0705A04.11
Bo5g058510,Uncharacterized protein At2g34160,At2g34160 T14G11.28
Bo5g058580,,
Bo5g058630,,
Bo5g059710,Protein MEI2-like 5 (AML5) (MEI2-like protein 5),ML5 At1g29400 F15D2.30
Bo5g060940,Probable LRR receptor-like serine/threonine-protein kinase At1g29720 (EC 2.7.11.1),RFK1 At1g29720 F1N18.22 T3M22.6
Bo5g061110,Chlorophyll a-b binding protein 1 chloroplastic (Chlorophyll a-b protein 140) (CAB-140) (LHCII type I CAB-1),LHCB1.3 AB140 CAB1 At1g29930 F1N18.3
Bo5g062670,CBL-interacting serine/threonine-protein kinase 23 (EC 2.7.11.1) (Protein LOW-K(+)-SENSITIVE 1) (SNF1-related kinase 3.23) (SOS2-like protein kinase PKS17),CIPK23 LKS1 PKS17 SnRK3.23 At1g30270 F12P21.6
Bo5g062720,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo5g062870,,
Bo5g063160,,
Bo5g063200,Obg-like ATPase 1 (Ribosome-binding ATPase YchF) (AtYchF1),YchF1 At1g30580 T5I8.3
Bo5g064300,Patellin-4,PATL4 At1g30690 T5I8.14
Bo5g064400,Lysine-specific demethylase JMJ18 (EC 1.14.11.-) (Jumonji domain-containing protein 18) (Lysine-specific histone demethylase JMJ18) (Protein JUMONJI 18),JMJ18 At1g30810 T17H7.10
Bo5g065590,Vacuolar-sorting receptor 6 (AtVSR6) (BP80-like protein d) (AtBP80d) (Epidermal growth factor receptor-like protein 6) (AtELP6),VSR6 BP80D ELP6 At1g30900 F17F8.23
Bo5g065750,Agamous-like MADS-box protein AGL63 (Protein GORDITA),AGL63 GOA At1g31140 F28K20.7
Bo5g068190,F-box protein At2g35280,At2g35280 T4C15.5
Bo5g068230,Probable polyamine transporter At1g31820,At1g31820 F5M6.17
Bo5g069450,Ethylene-responsive transcription factor ERF055,ERF055 At1g36060 F5J5.5 T22A15.2
Bo5g070790,Ribonucleoside-diphosphate reductase small chain C (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase TSO2 subunit) (Ribonucleotide reductase small subunit C),TSO2 At3g27060 MOJ10.13
Bo5g071170,Gamma carbonic anhydrase 2 mitochondrial (AtCA2) (GAMMA CA2) (EC 4.2.1.-) (Transcription factor APFI),GAMMACA2 APFI At1g47260 F8G22.2
Bo5g072440,,
Bo5g072480,,
Bo5g072550,ABC transporter C family member 4 (ABC transporter ABCC.4) (AtABCC4) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 4) (Glutathione S-conjugate-transporting ATPase 4) (Multidrug resistance-associated protein 4),ABCC4 EST3 MRP4 At2g47800 F17A22.19
Bo5g072590,,
Bo5g072730,Putative DNA-binding protein At1g48610 (AT-hook DNA-binding motif-containing protein At1g48610),At1g48610 T1N15.24
Bo5g075130,,
Bo5g076370,Probable carboxylesterase 5 (AtCXE5) (EC 3.1.1.1),CXE5 At1g49660 F14J22.11
Bo5g077530,Telomere repeat-binding factor 1 (AtTRB1) (MYB transcription factor),TRB1 At1g49950 F2J10.16
Bo5g077550,ATP-dependent Clp protease proteolytic subunit-related protein 1 chloroplastic (ClpR1) (Protein SUPPRESSOR OF VARIEGATION 2) (nClpP5),CLPR1 NCLPP5 SVR2 At1g49970 F2J10.14
Bo5g077630,ATPase family AAA domain-containing protein 1-A (EC 3.6.1.3),atad1a si:zc156n3.1 zgc:101570
Bo5g078660,Serine/threonine-protein kinase TIO (EC 2.7.11.1) (Fused homolog) (AtFUSED) (Protein TWO-IN-ONE) (AtTIO),TIO FU At1g50240 F14I3.15
Bo5g079900,,
Bo5g079990,Scarecrow-like protein 5 (AtSCL5) (GRAS family protein 6) (AtGRAS-6),SCL5 At1g50600 F11F12.8 F17J6.12
Bo5g080050,Beta-glucuronosyltransferase GlcAT14C (EC 2.4.1.-) (GT14 family glucuronic acid transferase 3) (AtGlcAT14C),GLCAT14C At2g37585
Bo5g080160,,
Bo5g080210,DNA polymerase I A chloroplastic/mitochondrial (EC 2.7.7.7) (DNA polymerase PolI-like B) (AtPolI-like A) (Polymerase gamma 2) (POLGAMMA2),POLIA At1g50840 F8A12.8
Bo5g081260,,
Bo5g081350,FBD-associated F-box protein At5g38590,At5g38590 MBB18.14
Bo5g082650,,
Bo5g082660,,
Bo5g082740,Chlorophyll a-b binding protein CP29.1 chloroplastic (LHCB4.1) (LHCII protein 4.1),LHCB4.1 At5g01530 F7A7_50
Bo5g085130,Probable LRR receptor-like serine/threonine-protein kinase At1g29720 (EC 2.7.11.1),RFK1 At1g29720 F1N18.22 T3M22.6
Bo5g085400,Transmembrane protein 18,tmem18 zgc:101011
Bo5g085420,NAC domain-containing protein 17 (ANAC017) (Protein NTM1-like 7) (Protein REGULATORS OF AOX1A 2),NAC017 NTL7 RAO2 At1g34190 F23M19.13
Bo5g088260,,
Bo5g088360,,
Bo5g090480,,
Bo5g093080,,
Bo5g093130,Protein TRIGALACTOSYLDIACYLGLYCEROL 3 chloroplastic (ABC transporter I family member 13) (ABC transporter ABCI.13) (AtABCI13) (Non-intrinsic ABC protein 11) (AtNAP11),TGD3 ABCI13 NAP11 At1g65410 T8F5.19
Bo5g093370,,
Bo5g094540,Acyl-CoA-binding protein (ACBP),
Bo5g095720,Polyadenylate-binding protein-interacting protein 12 (PABP-interacting protein 12) (Poly(A)-binding protein-interacting protein 12) (PAM2-containing protein CID12) (Protein CTC-INTERACTING DOMAIN 12) (RNA-binding protein 37) (AtRBP37),CID12 RBP37 At4g10610 F3H7.12 T4F9.70
Bo5g096890,,
Bo5g097000,FRIGIDA-like protein 4a,FRL4A At3g22440 MCB17.20
Bo5g098120,40S ribosomal protein S10 mitochondrial,RPS10 At3g22300 MCB17.2
Bo5g098550,Ras-related protein RABA5a (AtRABA5a),RABA5A At5g47520 MNJ7.11
Bo5g098690,UDP-glycosyltransferase 71B6 (EC 2.4.1.-) (Abscisic acid glycosyltransferase),UGT71B6 At3g21780 MSD21.11 MSD21.9
Bo5g098740,UDP-glycosyltransferase 71B1 (EC 2.4.1.-) (Flavonol 3-O-glucosyltransferase UGT71B1) (EC 2.4.1.91),UGT71B1 At3g21750 MSD21.6 MSD21.8
Bo5g100980,Probable lipid desaturase ADS3.2 chloroplastic (EC 1.14.19.-),ADS3.2 At3g15870 MSJ11.26
Bo5g103390,4-coumarate--CoA ligase 4 (4CL 4) (EC 6.2.1.12) (4-coumarate--CoA ligase isoform 5) (At4CL5) (4-coumaroyl-CoA synthase 4),4CL4 At3g21230 MXL8_9
Bo5g103440,,
Bo5g103680,,
Bo5g109740,,
Bo5g111210,,
Bo5g113530,,
Bo5g113650,,
Bo5g113660,,
Bo5g113710,,
Bo5g115120,Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (EC 2.7.11.1),At3g47570 F1P2.120
Bo5g116750,,
Bo5g116770,Probable 2-oxoglutarate-dependent dioxygenase At3g111800 (EC 1.14.11.-),At3g11180 F11B9.11 F9F8.3
Bo5g116920,,
Bo5g118810,Putative F-box protein At2g02030,At2g02030 F14H20.10
Bo5g121210,Pentatricopeptide repeat-containing protein At3g18110 chloroplastic (Protein EMBRYO DEFECTIVE 1270),EMB1270 At3g18110 MRC8.9
Bo5g121330,Polyadenylate-binding protein cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (Polyadenylate tail-binding protein),PAB1 PICST_90501
Bo5g121340,,
Bo5g121380,Phosphoethanolamine N-methyltransferase 1 (AtNMT1) (PEAMT 1) (EC 2.1.1.103) (Protein XIPOTL 1),NMT1 PEAMT XPL1 At3g18000 MEB5.22
Bo5g122600,Purple acid phosphatase 17 (EC 3.1.3.2) (Acid phosphatase type 5) (Peroxidase) (EC 1.11.1.7),PAP17 ACP5 At3g17790 MEB5.10
Bo5g122660,,
Bo5g122690,,
Bo5g122700,F-box protein At3g17710,At3g17710 MKP6.29
Bo5g123080,Probable sugar phosphate/phosphate translocator At3g17430,At3g17430 MTO12.2
Bo5g123250,Dihydrolipoyl dehydrogenase 2 mitochondrial (AtmLPD2) (mtLPD2) (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase 2) (Glycine cleavage system L protein 2) (Pyruvate dehydrogenase complex E3 subunit 2) (E3-2) (PDC-E3 2),LPD2 At3g17240 MGD8.7
Bo5g123780,Translationally-controlled tumor protein 1 (TCTP1),TCTP1 TXTP At3g16640 MGL6.10
Bo5g124870,UDP-glycosyltransferase 88A1 (EC 2.4.1.-),UGT88A1 At3g16520 MDC8.15
Bo5g126100,Nitrile-specifier protein 1 (AtNSP1) (Jacalin-related lectin 28),NSP1 JAL28 At3g16400 MDC8.2 T02O04.11
Bo5g126120,Nitrile-specifier protein 2 (AtNSP2) (Jacalin-related lectin 21),NSP2 JAL21 At2g33070 F25I18.19
Bo5g126540,TSA1-like protein (Protein NAI2),NAI2 At3g15950 MVC8.9
Bo5g126650,,
Bo5g127100,Stem-specific protein TSJT1,TSJT1
Bo5g127280,,
Bo5g127530,Glutathione S-transferase Z1 (AtGSTZ1) (EC 2.5.1.18) (GST class-zeta member 1) (Glutathione S-transferase 18) (Maleylacetone isomerase) (MAI) (EC 5.2.1.-),GSTZ1 GST18 GSTZ At2g02390 T16F16.18
Bo5g127640,,
Bo5g127680,,
Bo5g127740,,
Bo5g128830,,
Bo5g130360,Serine/threonine-protein kinase WAG2 (EC 2.7.11.1),WAG2 At3g14370 MLN21.15
Bo5g130440,,
Bo5g131580,,
