Gene,Description,BLAST_hit
Bo3g106850,Polyadenylate-binding protein-interacting protein 12 (PABP-interacting protein 12) (Poly(A)-binding protein-interacting protein 12) (PAM2-containing protein CID12) (Protein CTC-INTERACTING DOMAIN 12) (RNA-binding protein 37) (AtRBP37),CID12 RBP37 At4g10610 F3H7.12 T4F9.70
Bo3g107070,,
Bo3g107470,,
Bo3g107680,40S ribosomal protein S20-2,RPS20B At3g47370 T21L8.120
Bo3g107870,Embryo-specific protein ATS3B (Protein ARABIDOPSIS THALIANA SEED 3B),ATS3B At5g62200 MMI9.3
Bo3g110960,Membrane steroid-binding protein 2 (AtMP2) (Membrane-associated progesterone-binding protein 3) (AtMAPR3),MSBP2 MAPR3 MP2 At3g48890 T21J18.160
Bo3g111120,,
Bo3g112270,,
Bo3g113620,Pentatricopeptide repeat-containing protein At3g48250 chloroplastic,At3g48250 T29H11_230
Bo3g113640,Histone deacetylase 7 (EC 3.5.1.98),HDA7 At5g35600 K2K18.5
Bo3g114880,Succinate dehydrogenase subunit 7A mitochondrial,SDH7A At3g47833 T23J7.160
Bo3g120590,,
Bo3g122110,,
Bo3g123380,Shugoshin-1 (ZmSGO1),SGO1 ZEAMMB73_Zm00001d019148
Bo3g123590,Calmodulin-related protein,CAM53
Bo3g123670,,
Bo3g127520,Calmodulin (CaM),CCM1
Bo3g132800,UDP-glycosyltransferase 76E5 (EC 2.4.1.-),UGT76E5 At3g46720 T6H20.250
Bo3g132810,Mitotic spindle checkpoint protein BUBR1 (BUB1-related protein 1),BUBR1 MAD3 At2g33560 F4P9.33
Bo3g134390,Serine/threonine-protein kinase BIK1 (EC 2.7.11.1) (Protein BOTRYTIS-INDUCED KINASE 1),BIK1 At2g39660 F12L6.32 F17A14.3
Bo3g141260,,
Bo3g141440,,
Bo3g141680,F-box protein SKP2A (FBL5-like protein) (AtFBL5) (SKP2-like protein 1) (AtSKP2;1),SKP2A At1g21410 F24J8.5
Bo3g143480,Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18),SEC11A SEC11L1 SPC18
Bo3g143780,Dof zinc finger protein DOF1.5 (AtDOF1.5),DOF1.5 COG1 At1g29160 F28N24.35
Bo3g144080,Xanthotoxin 5-hydroxylase CYP82C2 (8-methoxypsoralen 5-hydroxylase CYP82C2) (EC 1.14.14.-) (Cytochrome P450 82C2) (Indole-3-carbonyl nitrile 4-hydroxylase CYP82C2) (EC 1.14.14.165),CYP82C2 At4g31970 F10N7.220
Bo3g147740,,
Bo3g149060,,
Bo3g149310,,
Bo3g149880,,
Bo3g151330,,
Bo3g152700,,
Bo3g153200,Thioredoxin reductase 2 (EC 1.8.1.9) (NADPH-dependent thioredoxin reductase 2) (NTR2) (NADPH-dependent thioredoxin reductase A) (AtNTRA),NTR2 NTRA At2g17420 F5J6.18
Bo3g153290,,
Bo3g153370,Calcium-transporting ATPase 2 plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 2),ACA2 At4g37640 F19F18.130
Bo3g155620,Phosphoserine aminotransferase 1 chloroplastic (AtPSAT1) (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase),PSAT1 At4g35630 F8D20.140
Bo3g156820,Thaumatin-like protein 1 (AtTLP1),TLP1 At4g24180 T19F6.2 T22A6.10
Bo3g158590,,
Bo3g159750,Phenylalanine--tRNA ligase alpha subunit cytoplasmic (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),At4g39280 T22F8.180
Bo3g162220,,
Bo3g164290,Putative F-box protein At1g53360,At1g53360 F12M16.25
Bo3g164400,Probable lipid phosphate phosphatase beta (AtLPPB) (EC 3.1.3.-) (Phosphatidic acid phosphatase beta),LPPB At4g22550 F7K2.130
Bo3g164410,,
Bo3g165860,Citrate synthase 4 mitochondrial (EC 2.3.3.16),CSY4 At2g44350 F4I1.16
Bo3g170650,,
Bo3g170730,Peroxidase 47 (Atperox P47) (EC 1.11.1.7) (ATP32),PER47 P47 At4g33420 F17M5.180
Bo3g170960,IQ domain-containing protein IQM1 (IQ motif-containing protein 1),IQM1 EDA39 At4g33050
Bo3g172390,Cytochrome b-c1 complex subunit 7-1 (Complex III subunit VII),QCR7-1 At4g32470 F8B4.170
Bo3g173600,Early nodulin-like protein 1 (Phytocyanin-like protein),At2g25060 F27C12.2
Bo3g173900,,
Bo3g175990,WD repeat-containing protein VIP3 (Protein BOUQUET-1) (boq-1) (Protein SKI8 homolog) (Protein VERNALIZATION INDEPENDENCE 3) (Protein ZWERGERL) (zwg),VIP3 SKI8 At4g29830 F27B13.70
Bo3g177100,Probable acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase mitochondrial (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129) (Protein LIPID X A) (AtLpxA),LPXA At4g29540 T16L4.50
Bo3g178210,FAD-linked sulfhydryl oxidase ERV1 (AtErv1) (EC 1.8.3.2) (Mitochondrial sulfhydryl oxidase ERV1),ERV1 At1g49880 F10F5.3
Bo3g179520,Vacuolar protein sorting-associated protein 53 A (AtVPS53) (Protein HEAT-INTOLERANT 1),VPS53 HIT1 At1g50500 F11F12.15 F17J6.4
Bo3g179590,Probable sucrose-phosphatase 1 (AtSPP1) (EC 3.1.3.24),SPP1 At1g51420 F5D21.9
Bo3g181010,F-box protein At1g52495,At1g52495 F6D8.29
Bo3g181100,,
Bo3g184830,Dirigent protein 20 (AtDIR20),DIR20 At1g55210 F7A10.7
Bo3g185020,,
Bo3g185470,,
Bo3g185880,,
Bo4g009390,Putative F-box protein At3g17265,At3g17265 MGD8.10
Bo4g010430,DNA-directed RNA polymerase II subunit 2 (DNA-directed RNA polymerase II 135 kDa polypeptide) (DNA-directed RNA polymerase II subunit RPB2) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2) (EC 2.7.7.6) (Protein EMBRYO DEFECTIVE 1989),NRPB2 EMB1989 RP140 RPB135 RPB2 At4g21710 F17L22.170
Bo4g010440,Putative F-box/kelch-repeat protein At3g17540,At3g17540 MKP6.9
Bo4g011470,,
Bo4g012730,,
Bo4g012870,Protein PLANT CADMIUM RESISTANCE 10 (AtPCR10),PCR10 At2g40935 T20B5
Bo4g012880,bZIP transcription factor 17 (AtbZIP17),BZIP17 At2g40950
Bo4g013150,Protein STRICTOSIDINE SYNTHASE-LIKE 1 (AtSSL1) (Strictosidine synthase 7) (AtSS7),SSL1 SS7 At2g41300 F13H10.15
Bo4g015870,Transcription factor bHLH48 (Basic helix-loop-helix protein 48) (AtbHLH48) (bHLH 48) (Transcription factor EN 97) (bHLH transcription factor bHLH048),BHLH48 EN97 At2g42300 MHK10.2
Bo4g016170,Protein trichome birefringence-like 39,TBL39 At2g42570 F14N22.16
Bo4g019700,F-box/LRR-repeat protein At2g43260,At2g43260 F14B2.20
Bo4g021030,,
Bo4g021760,,
Bo4g022780,Beta-glucosidase 15 (AtBGLU15) (EC 3.2.1.21),BGLU15 At2g44450 F4I1.26
Bo4g024050,Probable WRKY transcription factor 12 (WRKY DNA-binding protein 12),WRKY12 At2g44745 F16B22.46
Bo4g024850,MADS-box protein SOC1 (Agamous-like MADS-box protein AGL20) (Protein SUPPRESSOR OF CONSTANS OVEREXPRESSION 1),SOC1 AGL20 At2g45660 F17K2.19
Bo4g025400,Taxadien-5-alpha-ol O-acetyltransferase (EC 2.3.1.162) (Taxa-4(20)11(12)-dien-5alpha-ol-O-acetyltransferase) (Taxadienol acetyltransferase),
Bo4g025470,Zinc finger CCCH domain-containing protein 29 (AtC3H29) (AtSZF2),At2g40140 T07M07.3 T7M7.3
Bo4g026040,Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),rlmN Npun_F3954
Bo4g026380,Meiosis-specific protein ASY2 (Protein ASYNAPTIC 2),ASY2 At4g32200 F10M6.160
Bo4g027340,Nucleolin 2 (Protein NUCLEOLIN LIKE 2) (AtNUC-L2) (Protein PARALLEL LIKE 1) (AtPARLL1),NUCL2 PARLL1 At3g18610 K24M9.11
Bo4g027380,,
Bo4g027390,,
Bo4g027400,Protein NDL3 (Protein N-MYC DOWNREGULATED-LIKE 3),NDL3 At2g19620
Bo4g030140,,
Bo4g030590,Mitochondrial import inner membrane translocase subunit TIM17-2,TIM17-2 At2g37410 F3G5.20
Bo4g032320,,
Bo4g032400,,
Bo4g033420,,
Bo4g034670,Serine/threonine-protein kinase KIPK2 (EC 2.7.11.1),KIPK2 At2g36350 F2H17.4
Bo4g035040,DEAD-box ATP-dependent RNA helicase 32 (EC 3.6.4.13),RH32 At5g54910 MBG8.18
Bo4g038430,Probable tRNA N6-adenosine threonylcarbamoyltransferase mitochondrial (EC 2.3.1.234) (Glycoprotease 1) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein GCP1) (tRNA threonylcarbamoyladenosine biosynthesis protein GCP1),GCP1 At2g45270 F4L23.22
Bo4g038550,,
Bo4g039530,Homeobox-leucine zipper protein HDG11 (HD-ZIP protein HDG11) (Homeodomain GLABRA 2-like protein 11) (Homeodomain transcription factor HDG11) (Protein ENHANCED DROUGHT TOLERANCE 1) (Protein HOMEODOMAIN GLABROUS 11),HDG11 EDT1 HDGL2-11 At1g73360 T9L24.43
Bo4g039980,V-type proton ATPase subunit a3 (V-ATPase subunit a3) (V-type proton ATPase 95 kDa subunit a isoform 3) (V-ATPase 95 kDa isoform a3) (Vacuolar H(+)-ATPase subunit a isoform 3) (Vacuolar proton pump subunit a3) (Vacuolar proton translocating ATPase 95 kDa subunit a isoform 3),VHA-a3 At4g39080 F19H22.180
Bo4g040030,Mediator of RNA polymerase II transcription subunit 8 (Protein SETH 10),MED8 MED8_1 SETH10 At2g03070 T17M13.24
Bo4g042390,Squamosa promoter-binding-like protein 3,SPL3 At2g33810 T1B8.11
Bo4g043410,,
Bo4g044020,,
Bo4g044220,Receptor like protein 27 (AtRLP27),RLP27 At2g33060 F25I18.20
Bo4g045250,Fructose-16-bisphosphatase cytosolic (FBPase) (EC 3.1.3.11) (D-fructose-16-bisphosphate 1-phosphohydrolase),
Bo4g045410,Tyrosine-protein phosphatase DSP2 (EC 3.1.3.48) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 2) (AtPFA-DSP2),DSP2 At2g32960
Bo4g045660,Splicing factor 3B subunit 4 (Pre-mRNA-splicing factor SF3b 49 kDa subunit) (Spliceosome-associated protein 49) (SAP 49),SF3B4 SAP49
Bo4g045880,AT-hook motif nuclear-localized protein 29 (Protein SUPPRESSOR OF PHYB-4#3),AHL29 SOB3 At1g76500 F14G6.10
Bo4g049620,,
Bo4g052130,Pentatricopeptide repeat-containing protein At2g31400 chloroplastic,At2g31400 T28P16.11
Bo4g052330,Protein phosphatase 1 regulatory subunit INH3 (Protein INHIBITOR-3) (AtINH3),INH3 At2g31305
Bo4g052510,Autophagy-related protein 9 (AtAPG9),ATG9 APG9 At2g31260
Bo4g056340,,
Bo4g059540,,
Bo4g059670,Mitoferrin (Mitochondrial substrate carrier family protein F),mcfF DDB_G0269470
Bo4g068030,,
Bo4g078570,Outer envelope pore protein 24B chloroplastic (Chloroplastic outer envelope pore protein of 24 kDa B),OEP24B At5g42960 MBD2.16
Bo4g084730,Pyruvate dehydrogenase E1 component subunit alpha-1 mitochondrial (PDHE1-A) (EC 1.2.4.1),E1 ALPHA At1g59900 F23H11.21
Bo4g084750,Pyruvate dehydrogenase E1 component subunit alpha-1 mitochondrial (PDHE1-A) (EC 1.2.4.1),E1 ALPHA At1g59900 F23H11.21
Bo4g086490,,
Bo4g086660,,
Bo4g086780,Photosystem I chlorophyll a/b-binding protein 3-1 chloroplastic (Lhca3*1) (LHCI type III LHCA3),LHCA3 At1g61520 T25B24.12
Bo4g086800,60S ribosomal protein L3-2,ARP2 RPL3B At1g61580 T25B24.7
Bo4g087110,,
Bo4g088200,Chaperone protein dnaJ 50 (AtDjC50) (AtJ50),C50 At1g61770 T13M11.13
Bo4g088210,Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3B,OST3B At1g61790 T13M11.15
Bo4g088250,CRIB domain-containing protein RIC9 (ROP-interactive CRIB motif-containing protein 9) (Target of ROP protein RIC9),RIC9 At1g61795 T13M11.16
Bo4g088260,,
Bo4g089310,Pentatricopeptide repeat-containing protein At1g11630 mitochondrial,At1g11630 F25C20.22
Bo4g091420,,
Bo4g091460,Hsp70-Hsp90 organizing protein 2 (AtHop2),HOP2 At1g62740 F23N19.10
Bo4g092490,S-type anion channel SLAH4 (SLAC1-homolog protein 4),SLAH4 At1g62262 F19K23
Bo4g096640,,
Bo4g096840,Probable E3 ubiquitin-protein ligase RHA1A (EC 2.3.2.27) (RING-H2 finger A1a) (RING-H2 zinc finger protein RHA1a) (RING-type E3 ubiquitin transferase RHA1A),RHA1A At4g11370 F8L21.160
Bo4g098550,Beta-glucosidase BoGH3B (EC 3.2.1.21) (Glycosyl hydrolase family protein 3B) (BoGH3B),BACOVA_02659
Bo4g098920,Auxin-responsive protein IAA30 (Indoleacetic acid-induced protein 30),IAA30 At3g62100 T17J13.60
Bo4g098960,,
Bo4g098980,,
Bo4g101190,Mitogen-activated protein kinase kinase kinase 1 (ARAKIN) (AtMEKK1) (MAP kinase kinase kinase 1) (EC 2.7.11.25),MEKK1 At4g08500 T15F16.5
Bo4g101340,,
Bo4g103630,65-kDa microtubule-associated protein 4 (AtMAP65-4),MAP65-4 At3g60840 T4C21.250
Bo4g103640,Actin-related protein 7,ARP7 At3g60830 T4C21.240
Bo4g104750,Pentatricopeptide repeat-containing protein At4g01030 mitochondrial,PCMP-H65 At4g01030 F3I3.50
Bo4g104920,Vesicle-associated protein 1-1 (Plant VAP homolog 11) (AtPVA11) (VAMP-associated protein 1-1) (Vesicle-associated protein 27-1) [Cleaved into: Vesicle-associated protein 1-1 N-terminally processed],PVA11 VAP27 VAP27-1 At3g60600 T4C21.10
Bo4g105030,Probable U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11),At3g60360 T8B10_20
Bo4g106410,SKP1-like protein 1A (SKP1-like 1) (UFO-binding protein 1),SKP1A ASK1 SKP1 UIP1 At1g75950 T4O12.17
Bo4g106430,Methionine aminopeptidase 2B (MAP 2B) (MetAP 2B) (EC 3.4.11.18) (Peptidase M),MAP2B At3g59990 F24G16.26
Bo4g107570,,
Bo4g107650,,
Bo4g108620,OPA3-like protein,SPBC1703.11
Bo4g111170,,
Bo4g112680,UBP1-associated protein 2A (UBP1-interacting protein 2a),UBA2A At3g56860 T8M16.190
Bo4g115540,60S ribosomal protein L17-2,RPL17B At1g67430 T1F15.11
Bo4g116790,Dof zinc finger protein DOF3.6 (AtDOF3.6) (OBF-binding protein 3),DOF3.6 OBP3 At3g55370 T22E16.30
Bo4g117090,DEAD-box ATP-dependent RNA helicase 11 (EC 3.6.4.13),RH11 At3g58510 F14P22.100
Bo4g118530,,
Bo4g118570,,
Bo4g120620,Cytosolic sulfotransferase 18 (AtSOT18) (EC 2.8.2.38) (Desulfo-glucosinolate sulfotransferase B) (Sulfotransferase 5B) (AtST5b),SOT18 ST5B At1g74090 F2P9.4
Bo4g122740,Caffeic acid 3-O-methyltransferase (CAOMT) (COMT) (EC 2.1.1.68) (S-adenosysl-L-methionine:caffeic acid 3-O-methyltransferase),COMT1
Bo4g122960,Growth-regulating factor 4 (AtGRF4) (Transcription activator GRF4),GRF4 At3g52910 F8J2_80
Bo4g124170,,
Bo4g125280,,
Bo4g125340,Protein arginine methyltransferase NDUFAF7 homolog mitochondrial (EC 2.1.1.320) (Mitochondrial dysfunction gene A) (NADH dehydrogenase [ubiquinone] complex I assembly factor 7 homolog),midA DDB_G0282615
Bo4g125430,Syntaxin-122 (AtSYP122) (Synt4),SYP122 At3g52400 F22O6_220
Bo4g125600,30S ribosomal protein 2 chloroplastic (Chloroplastic small ribosomal subunit protein cS22) (Plastid-specific 30S ribosomal protein 2 chloroplastic) (PSRP-2),PSRP2 At3g52150 F4F15.260
Bo4g125630,Protein gamma response 1 (COM1/SAE2-like protein) (Protein gamma response I),GR1 At3g52115 F4F15.230
Bo4g130870,Phosphoinositide phospholipase C 7 (EC 3.1.4.11) (Phosphoinositide phospholipase PLC7) (AtPLC10) (AtPLC7) (PI-PLC7),PLC7 PLC10 At3g55940 F27K19.120
Bo4g131020,,
Bo4g135820,,
Bo4g136450,,
Bo4g136670,Glutamine synthetase cytosolic isozyme 1-1 (EC 6.3.1.2) (Glutamate--ammonia ligase GLN1;1) (GLN1;1),GLN1-1 At5g37600 K12B20.50
Bo4g137630,Probable serine/threonine-protein kinase PBL1 (EC 2.7.11.1) (BIK1-like protein kinase) (PBS1-like protein 1),PBL1 BLK At3g55450 T22E16.110
Bo4g137710,Putative 2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) (EC 4.2.99.20),menH ytfB ytxM BSU30810
Bo4g137930,,
Bo4g139010,,
Bo4g139310,,
Bo4g139630,Heat stress transcription factor A-4a (AtHsfA4a) (AtHsf-15) (Heat shock factor protein 21) (HSF 21) (Heat shock transcription factor 21) (HSTF 21),HSFA4A HSF15 HSF21 At4g18880 F13C5.50
Bo4g139700,Peroxidase 63 (Atperox P63) (EC 1.11.1.7) (ATP26a),PER63 P63 At5g40150 MSN9.5 MSN9.50
Bo4g140230,Cyclin-dependent protein kinase inhibitor SMR6 (Protein SIAMESE-RELATED 6),SMR6 At5g40460 K21I16.3
Bo4g140370,Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 chloroplastic (EC 1.1.1.8),DHAPRD At5g40610 MNF13.16
Bo4g142050,,
Bo4g142230,Protein LURP-one-related 17,At5g41590 MBK23.11
Bo4g143830,Probable transcription factor At1g61730 (Storekeeper-like protein At1g61730),At1g61730 T13M11.9
Bo4g148290,UBP1-associated proteins 1B,UBA1B At2g22100 T16B14.5
Bo4g149760,Mitochondrial uncoupling protein 5 (AtPUMP5) (Mitochondrial dicarboxylate carrier 1),PUMP5 DIC1 UCP5 At2g22500 F14M13.10
Bo4g151750,,
Bo4g151910,,
Bo4g154510,40S ribosomal protein SA (Laminin receptor-like protein) (p40),LRP
Bo4g154680,Replication protein A 32 kDa subunit A (AtRPA32A) (RP-A p32 A) (DNA replication protein A2 subunit A) (Protein SUPPRESSOR OF ROS1) (Replication factor A protein 2 A) (AtRPA2 A) (RF-A protein 2 A) (Replicon protein A2 A),RPA2A ROR1 RPA32A At2g24490 T28I24.22
Bo4g158750,,
Bo4g163630,Putative F-box/kelch-repeat protein At4g35120,At4g35120 M4E13.170
Bo4g166790,Osmotin-like protein,
Bo4g166810,Regulatory-associated protein of TOR 1 (Protein RAPTOR 1) (Protein RAPTOR 1B) (AtRaptor1b),RAPTOR1 RAPTOR1B At3g08850 T16O11.22
Bo4g169180,Tropinone reductase homolog At2g29260 chloroplastic (EC 1.1.1.-),At2g29260 F16P2.36
Bo4g169190,Receptor like protein 23 (AtRLP23),RLP23 At2g32680 F24L7.18
Bo4g169230,Beta-glucosidase 15 (AtBGLU15) (EC 3.2.1.21),BGLU15 At2g44450 F4I1.26
Bo4g169260,,
Bo4g169310,Senescence-associated protein 13 (Tropinone reductase homolog SAG13) (EC 1.1.1.-),SAG13 At2g29350 F16P2.27
Bo4g169340,Glutathione S-transferase U7 (AtGSTU7) (EC 2.5.1.18) (GST class-tau member 7) (Glutathione S-transferase 25),GSTU7 GST25 At2g29420 F16P2.20
Bo4g169440,Tubulin beta-7 chain (Beta-7-tubulin),TUBB7 TUB7 At2g29550 F16P2.7
Bo4g170640,,
Bo4g170690,Probable protein phosphatase 2C 25 (AtPP2C25) (EC 3.1.3.16) (Protein phosphatase AP2C1),At2g30020 F23F1.6
Bo4g170720,Protein transport protein SEC13 homolog B (SEC13-like protein B),SEC13B SEC13 At2g30050 T27E13.21
Bo4g173000,Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-),v1g174298
Bo4g173080,Trans-cinnamate 4-monooxygenase (EC 1.14.14.91) (Cinnamic acid 4-hydroxylase) (C4H) (CA4H) (Cytochrome P450 73) (Cytochrome P450C4H),CYP73A5 CYP73 At2g30490 T6B20.16
Bo4g173200,,
Bo4g173460,,
Bo4g173820,,
Bo4g176050,Probable mediator of RNA polymerase II transcription subunit 37c (Heat shock 70 kDa protein 2) (Heat shock cognate 70 kDa protein 2) (Heat shock cognate protein 70-2) (AtHsc70-2) (Heat shock protein 70-2) (AtHsp70-2),MED37D HSC70-2 HSC70-G8 HSP70-2 MED37_3 At5g02490 T22P11.80
Bo4g176140,CDT1-like protein a chloroplastic (AtCDT1a),CDT1A At2g31270 F16D14.11
Bo4g176290,,
Bo4g176420,Probable fructokinase-1 (EC 2.7.1.4),At2g31390 T28P16.12
Bo4g178160,Cellulose synthase-like protein B3 (AtCslB3) (EC 2.4.1.-),CSLB3 At2g32530 T26B15.9
Bo4g181700,,
Bo4g182370,,
Bo4g182510,,
Bo4g183050,B3 domain-containing protein At3g17010,At3g17010 K14A17.8
Bo4g185920,HVA22-like protein j (AtHVA22j),HVA22J At2g36020 F11F19.7
Bo4g186130,F-box/kelch-repeat protein At3g13680,At3g13680 MMM17.9
Bo4g186220,Growth-regulating factor 3 (AtGRF3) (Transcription activator GRF3),GRF3 At2g36400 F1O11.3
Bo4g186260,,
Bo4g187420,,
Bo4g187440,GDSL esterase/lipase At2g38180 (EC 3.1.1.-) (Extracellular lipase At2g38180),At2g38180 F16M14.11
Bo4g187910,Inorganic phosphate transporter 1-4 (AtPht1;4) (H(+)/Pi cotransporter),PHT1-4 PHT4 PT2 At2g38940 T7F6.11
Bo4g188110,L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR) (Short-chain dehydrogenase 21),dhs-21 R11D1.11
Bo4g188360,Serine/threonine-protein kinase BIK1 (EC 2.7.11.1) (Protein BOTRYTIS-INDUCED KINASE 1),BIK1 At2g39660 F12L6.32 F17A14.3
Bo4g190980,,
Bo4g191300,Actin-1,ACT1 AC1 RAC1 OsI_012895
Bo4g191430,,
Bo4g191510,Transcription factor VOZ2 (Protein VASCULAR PLANT ONE-ZINC FINGER 2) (AtVOZ2),VOZ2 At2g42400 MHK10.12
Bo4g191590,,
Bo4g192750,,
Bo4g192980,,
Bo4g194810,Ankyrin repeat protein SKIP35 (SKP1-interacting partner 35),SKIP35 At3g59910 F24G16.180
Bo4g195100,,
Bo4g195120,,
Bo4g195410,Axial regulator YABBY 1 (Fl-54) (Protein ABNORMAL FLORAL ORGANS) (Protein FILAMENTOUS FLOWER) (Protein antherless),YAB1 AFO AT FIL At2g45190 F4L23.30
Bo4g196100,rRNA-processing protein FCF1 homolog,FCF1
Bo4g198590,Probable cytochrome c oxidase subunit 5C-1 (Cytochrome c oxidase polypeptide Vc-1),At2g47380 T8I13.22
Bo5g001010,Aquaporin PIP1-3 (AtPIP1;3) (Plasma membrane intrinsic protein 1c) (PIP1c) (Transmembrane protein B) (TMP-B),PIP1-3 PIP1C TMPB At1g01620 F22L4.16
Bo5g002990,Translocase of chloroplast 33 chloroplastic (AtToc33) (EC 3.6.5.-) (33 kDa chloroplast outer envelope protein) (Plastid protein import 1),TOC33 PPI1 At1g02280 T7I23.11
Bo5g003460,,
Bo5g004880,,
Bo5g005220,Mitogen-activated protein kinase kinase kinase 18 (EC 2.7.11.25),MAPKKK18 MAP3K18 At1g05100 T7A14.2
Bo5g006950,Protein RESTRICTED TEV MOVEMENT 1 (Jacalin-related lectin 1) (Restricted tobacco etch virus movement protein 1),RTM1 JAL1 At1g05760 T20M3.2
Bo5g007080,1-aminocyclopropane-1-carboxylate oxidase homolog 3,At1g06650 F12K11.26 F12K11.6
Bo5g007500,,
Bo5g007540,Probable sugar phosphate/phosphate translocator At1g06470,At1g06470 F12K11.18
Bo5g007630,1-aminocyclopropane-1-carboxylate oxidase homolog 1,At1g06620 F12K11.24 F12K11.6
Bo5g007640,1-aminocyclopropane-1-carboxylate oxidase homolog 2,At1g06640 F12K11.27 F12K11.6
Bo5g007930,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 6 (Protein ORGAN BOUNDARY 6),LSH6 OBO6 At1g07090 F10K1.20
Bo5g008030,Internal alternative NAD(P)H-ubiquinone oxidoreductase A1 mitochondrial (EC 1.6.5.9) (Internal alternative NADH dehydrogenase NDA1) (Internal non-phosphorylating NAD(P)H dehydrogenase 1) (AtNDI1) (NADH:ubiquinone reductase (non-electrogenic) NDA1),NDA1 NDI1 At1g07180 F10K1.11
Bo5g008170,Proliferating cell nuclear antigen (PCNA),
Bo5g008870,Beta-16-galactosyltransferase GALT29A (EC 2.4.1.-) (GT29 family galactosyltransferase 1) (AtGALT29A) (Sialyltransferase-like protein GT29A),GALT29A At1g08280 T23G18.14
Bo5g009090,Thioredoxin-like 1-1 chloroplastic (Atypical cysteine/histidine-rich thioredoxin 4) (AtACHT4) (Lilium-type thioredoxin 1-1),At1g08570 F22O13.5
Bo5g009360,Sugar transporter ERD6 (Early-responsive to dehydration protein 6) (Sugar transporter-like protein 1),ERD6 SUGTL1 At1g08930 F7G19.19
Bo5g009840,Cinnamoyl-CoA reductase 1 (AtCCR1) (EC 1.2.1.44) (Protein IRREGULAR XYLEM 4),CCR1 IRX4 At1g15950 T24D18.5
Bo5g010000,Calcium uniporter protein 6 mitochondrial,At1g09575 F14J9.24
Bo5g010100,60S ribosomal protein L21-1,RPL21A At1g09590 F14J9.25; RPL21C At1g09690 F21M12.8
Bo5g010880,Transcription factor BPE (Basic helix-loop-helix protein 31) (AtbHLH31) (bHLH 31) (Protein BIG PETAL) (Transcription factor EN 88) (bHLH transcription factor bHLH031),BPE BHLH31 EN88 ZCW32 At1g59640 T30E16.21
Bo5g013550,,
Bo5g015110,,
Bo5g015140,Pentatricopeptide repeat-containing protein At1g20230,PCMP-H21 At1g20230 T20H2.1
Bo5g017800,Ninja-family protein AFP2 (ABI five-binding protein 2) (ABI5-binding protein 2),AFP2 At1g13740 F21F23.17
Bo5g019610,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3-B,At1g14450 F14L17.22
Bo5g019810,Putative Myb family transcription factor At1g14600,At1g14600 T5E21.10
Bo5g020480,,
Bo5g021190,Protein ROOT INITIATION DEFECTIVE 3 (Root initiation defective 3 protein) (WD-40 repeat-containing protein RID3),RID3 At3g49180 F2K15.40
Bo5g021530,Tubby-like protein 8 (AtTLP8),TULP8 At1g16070 T24D18.17
Bo5g021540,,
Bo5g021550,,
Bo5g021820,Ras-related protein RABD2b (AtRABD2b) (Ras-related protein Rab1A) (AtRab1A),RABD2B RAB1A At5g47200 MQL5.5
Bo5g021980,LOB domain-containing protein 3 (ASYMMETRIC LEAVES 2-like protein 9) (AS2-like protein 9),LBD3 ASL9 At1g16530 F3O9.33
Bo5g022000,Post-GPI attachment to proteins factor 3 (PER1-like domain-containing protein 1),pgap3 perld1 zgc:171485
Bo5g022110,NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B mitochondrial (EC 1.6.99.3) (EC 7.1.1.2),At1g16700 F19K19.1
Bo5g023480,Interactor of constitutive active ROPs 1 (ROP-interactive partner 1),ICR1 RIP1 At1g17140 F20D23.32 F20D23_31
