Gene,Description,BLAST_hit
Bo5g052450,,
Bo5g053500,UPF0426 protein At1g28150 chloroplastic,At1g28150 F13K9.24 F3H9.19
Bo5g054560,,
Bo5g054590,Splicing factor U2af small subunit A (U2 auxiliary factor 35 kDa subunit A) (U2 small nuclear ribonucleoprotein auxiliary factor small subunit A) (U2 snRNP auxiliary factor small subunit A) (Zinc finger CCCH domain-containing protein 8) (AtC3H8),U2AF35A AUSA At1g27650 T17H3.14 T22C5.10
Bo5g055770,Glyoxysomal processing protease glyoxysomal (AtDEG15) (EC 3.4.21.-) (DEG-protease),DEG15 GPP At1g28320 F3H9.2 F3H9.3
Bo5g057120,,
Bo5g057300,Apoptosis inhibitor 5-like protein API5 (Protein APOPTOSIS INHIBITOR 5),API5 Os02g0313400 LOC_Os02g20930 OsJ_06432 P0705A04.11
Bo5g058510,Uncharacterized protein At2g34160,At2g34160 T14G11.28
Bo5g058580,,
Bo5g058630,,
Bo5g059710,Protein MEI2-like 5 (AML5) (MEI2-like protein 5),ML5 At1g29400 F15D2.30
Bo5g060940,Probable LRR receptor-like serine/threonine-protein kinase At1g29720 (EC 2.7.11.1),RFK1 At1g29720 F1N18.22 T3M22.6
Bo5g061110,Chlorophyll a-b binding protein 1 chloroplastic (Chlorophyll a-b protein 140) (CAB-140) (LHCII type I CAB-1),LHCB1.3 AB140 CAB1 At1g29930 F1N18.3
Bo5g062670,CBL-interacting serine/threonine-protein kinase 23 (EC 2.7.11.1) (Protein LOW-K(+)-SENSITIVE 1) (SNF1-related kinase 3.23) (SOS2-like protein kinase PKS17),CIPK23 LKS1 PKS17 SnRK3.23 At1g30270 F12P21.6
Bo5g062720,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo5g062870,,
Bo5g062920,,
Bo5g063040,DNA-damage-repair/toleration protein DRT111 chloroplastic (REQUIRED FOR SNC4-1D protein 2),DRT111 RSN2 At1g30480 F26G16.10
Bo5g063160,,
Bo5g063200,Obg-like ATPase 1 (Ribosome-binding ATPase YchF) (AtYchF1),YchF1 At1g30580 T5I8.3
Bo5g064300,Patellin-4,PATL4 At1g30690 T5I8.14
Bo5g064400,Lysine-specific demethylase JMJ18 (EC 1.14.11.-) (Jumonji domain-containing protein 18) (Lysine-specific histone demethylase JMJ18) (Protein JUMONJI 18),JMJ18 At1g30810 T17H7.10
Bo5g065590,Vacuolar-sorting receptor 6 (AtVSR6) (BP80-like protein d) (AtBP80d) (Epidermal growth factor receptor-like protein 6) (AtELP6),VSR6 BP80D ELP6 At1g30900 F17F8.23
Bo5g065750,Agamous-like MADS-box protein AGL63 (Protein GORDITA),AGL63 GOA At1g31140 F28K20.7
Bo5g068190,F-box protein At2g35280,At2g35280 T4C15.5
Bo5g068230,Probable polyamine transporter At1g31820,At1g31820 F5M6.17
Bo5g069450,Ethylene-responsive transcription factor ERF055,ERF055 At1g36060 F5J5.5 T22A15.2
Bo5g070790,Ribonucleoside-diphosphate reductase small chain C (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase TSO2 subunit) (Ribonucleotide reductase small subunit C),TSO2 At3g27060 MOJ10.13
Bo5g071170,Gamma carbonic anhydrase 2 mitochondrial (AtCA2) (GAMMA CA2) (EC 4.2.1.-) (Transcription factor APFI),GAMMACA2 APFI At1g47260 F8G22.2
Bo5g072440,,
Bo5g072480,,
Bo5g072550,ABC transporter C family member 4 (ABC transporter ABCC.4) (AtABCC4) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 4) (Glutathione S-conjugate-transporting ATPase 4) (Multidrug resistance-associated protein 4),ABCC4 EST3 MRP4 At2g47800 F17A22.19
Bo5g072560,14-dihydroxy-2-naphthoyl-CoA thioesterase 1 (AtDHNAT1) (DHNA-CoA thioesterase 1) (EC 3.1.2.-),DHNAT1 At1g48320 F11A17.13
Bo5g072590,,
Bo5g072720,,
Bo5g072730,Putative DNA-binding protein At1g48610 (AT-hook DNA-binding motif-containing protein At1g48610),At1g48610 T1N15.24
Bo5g075130,,
Bo5g076250,,
Bo5g076370,Probable carboxylesterase 5 (AtCXE5) (EC 3.1.1.1),CXE5 At1g49660 F14J22.11
Bo5g076410,Uncharacterized protein At4g06744,At4g06744 F15N16
Bo5g077530,Telomere repeat-binding factor 1 (AtTRB1) (MYB transcription factor),TRB1 At1g49950 F2J10.16
Bo5g077550,ATP-dependent Clp protease proteolytic subunit-related protein 1 chloroplastic (ClpR1) (Protein SUPPRESSOR OF VARIEGATION 2) (nClpP5),CLPR1 NCLPP5 SVR2 At1g49970 F2J10.14
Bo5g077600,,
Bo5g077630,ATPase family AAA domain-containing protein 1-A (EC 3.6.1.3),atad1a si:zc156n3.1 zgc:101570
Bo5g078660,Serine/threonine-protein kinase TIO (EC 2.7.11.1) (Fused homolog) (AtFUSED) (Protein TWO-IN-ONE) (AtTIO),TIO FU At1g50240 F14I3.15
Bo5g079900,,
Bo5g079930,,
Bo5g079990,Scarecrow-like protein 5 (AtSCL5) (GRAS family protein 6) (AtGRAS-6),SCL5 At1g50600 F11F12.8 F17J6.12
Bo5g080050,Beta-glucuronosyltransferase GlcAT14C (EC 2.4.1.-) (GT14 family glucuronic acid transferase 3) (AtGlcAT14C),GLCAT14C At2g37585
Bo5g080160,,
Bo5g080210,DNA polymerase I A chloroplastic/mitochondrial (EC 2.7.7.7) (DNA polymerase PolI-like B) (AtPolI-like A) (Polymerase gamma 2) (POLGAMMA2),POLIA At1g50840 F8A12.8
Bo5g081260,,
Bo5g081350,FBD-associated F-box protein At5g38590,At5g38590 MBB18.14
Bo5g082650,,
Bo5g082660,,
Bo5g082740,Chlorophyll a-b binding protein CP29.1 chloroplastic (LHCB4.1) (LHCII protein 4.1),LHCB4.1 At5g01530 F7A7_50
Bo5g085130,Probable LRR receptor-like serine/threonine-protein kinase At1g29720 (EC 2.7.11.1),RFK1 At1g29720 F1N18.22 T3M22.6
Bo5g085150,,
Bo5g085240,,
Bo5g085400,Transmembrane protein 18,tmem18 zgc:101011
Bo5g085420,NAC domain-containing protein 17 (ANAC017) (Protein NTM1-like 7) (Protein REGULATORS OF AOX1A 2),NAC017 NTL7 RAO2 At1g34190 F23M19.13
Bo5g086630,Glucuronoxylan 4-O-methyltransferase 3 (EC 2.1.1.112),GXM3 At1g33800 F14M2.8
Bo5g088210,Stem-specific protein TSJT1,TSJT1
Bo5g088260,,
Bo5g088360,,
Bo5g090480,,
Bo5g090500,AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin) (At-d-Ad) (At-delta-Ad) (Protein-affected trafficking 4),DELTA-ADR PAT4 At1g48760 F11I4.7
Bo5g093080,,
Bo5g093130,Protein TRIGALACTOSYLDIACYLGLYCEROL 3 chloroplastic (ABC transporter I family member 13) (ABC transporter ABCI.13) (AtABCI13) (Non-intrinsic ABC protein 11) (AtNAP11),TGD3 ABCI13 NAP11 At1g65410 T8F5.19
Bo5g093370,,
Bo5g094540,Acyl-CoA-binding protein (ACBP),
Bo5g094580,Chaperonin 60 subunit beta 1 chloroplastic (CPN-60 beta 1) (60 kDa chaperonin subunit beta 1) (RuBisCO large subunit-binding protein subunit beta chloroplastic),CPN60B1 Cpn60-B(3) LEN1 At1g55490 T5A14.11
Bo5g095720,Polyadenylate-binding protein-interacting protein 12 (PABP-interacting protein 12) (Poly(A)-binding protein-interacting protein 12) (PAM2-containing protein CID12) (Protein CTC-INTERACTING DOMAIN 12) (RNA-binding protein 37) (AtRBP37),CID12 RBP37 At4g10610 F3H7.12 T4F9.70
Bo5g096890,,
Bo5g097000,FRIGIDA-like protein 4a,FRL4A At3g22440 MCB17.20
Bo5g098120,40S ribosomal protein S10 mitochondrial,RPS10 At3g22300 MCB17.2
Bo5g098550,Ras-related protein RABA5a (AtRABA5a),RABA5A At5g47520 MNJ7.11
Bo5g098690,UDP-glycosyltransferase 71B6 (EC 2.4.1.-) (Abscisic acid glycosyltransferase),UGT71B6 At3g21780 MSD21.11 MSD21.9
Bo5g098740,UDP-glycosyltransferase 71B1 (EC 2.4.1.-) (Flavonol 3-O-glucosyltransferase UGT71B1) (EC 2.4.1.91),UGT71B1 At3g21750 MSD21.6 MSD21.8
Bo5g098830,ETO1-like protein 2 (Ethylene overproducer 1-like protein 2),EOL2 At5g58550 MQJ2 MZN1.1
Bo5g100980,Probable lipid desaturase ADS3.2 chloroplastic (EC 1.14.19.-),ADS3.2 At3g15870 MSJ11.26
Bo5g101020,,
Bo5g103390,4-coumarate--CoA ligase 4 (4CL 4) (EC 6.2.1.12) (4-coumarate--CoA ligase isoform 5) (At4CL5) (4-coumaroyl-CoA synthase 4),4CL4 At3g21230 MXL8_9
Bo5g103440,,
Bo5g103680,,
Bo5g105080,,
Bo5g109720,,
Bo5g109740,,
Bo5g110050,,
Bo5g110070,Cytochrome P450 705A22 (EC 1.14.-.-) (Protein GRAVITY PERSISTENCE SIGNAL 1),CYP705A22 GPS1 At3g20130 MAL21.16
Bo5g111210,,
Bo5g113530,,
Bo5g113650,,
Bo5g113660,,
Bo5g113710,,
Bo5g113720,Methionine aminotransferase BCAT4 (EC 2.6.1.88) (Branched-chain-amino-acid aminotransferase 4) (Atbcat-4) (Methionine-oxo-acid transaminase BCAT4),BCAT4 At3g19710 MMB12_16
Bo5g113850,Zinc finger protein AZF2 (Zinc-finger protein 2),AZF2 ZF2 At3g19580 MMB12.27 MMB12.4
Bo5g114060,LYR motif-containing protein At3g19508,At3g19508 MLD14
Bo5g115120,Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (EC 2.7.11.1),At3g47570 F1P2.120
Bo5g116750,,
Bo5g116770,Probable 2-oxoglutarate-dependent dioxygenase At3g111800 (EC 1.14.11.-),At3g11180 F11B9.11 F9F8.3
Bo5g116920,,
Bo5g118740,Cyanate hydratase (Cyanase) (EC 4.2.1.104) (Cyanate hydrolase) (Cyanate lyase),CYN At3g23490 MEE5.3
Bo5g118810,Putative F-box protein At2g02030,At2g02030 F14H20.10
Bo5g121210,Pentatricopeptide repeat-containing protein At3g18110 chloroplastic (Protein EMBRYO DEFECTIVE 1270),EMB1270 At3g18110 MRC8.9
Bo5g121330,Polyadenylate-binding protein cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (Polyadenylate tail-binding protein),PAB1 PICST_90501
Bo5g121340,,
Bo5g121380,Phosphoethanolamine N-methyltransferase 1 (AtNMT1) (PEAMT 1) (EC 2.1.1.103) (Protein XIPOTL 1),NMT1 PEAMT XPL1 At3g18000 MEB5.22
Bo5g122600,Purple acid phosphatase 17 (EC 3.1.3.2) (Acid phosphatase type 5) (Peroxidase) (EC 1.11.1.7),PAP17 ACP5 At3g17790 MEB5.10
Bo5g122660,,
Bo5g122690,,
Bo5g122700,F-box protein At3g17710,At3g17710 MKP6.29
Bo5g123080,Probable sugar phosphate/phosphate translocator At3g17430,At3g17430 MTO12.2
Bo5g123250,Dihydrolipoyl dehydrogenase 2 mitochondrial (AtmLPD2) (mtLPD2) (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase 2) (Glycine cleavage system L protein 2) (Pyruvate dehydrogenase complex E3 subunit 2) (E3-2) (PDC-E3 2),LPD2 At3g17240 MGD8.7
Bo5g123460,S-protein homolog 2,SPH2 At4g16195 FCAALL
Bo5g123780,Translationally-controlled tumor protein 1 (TCTP1),TCTP1 TXTP At3g16640 MGL6.10
Bo5g124870,UDP-glycosyltransferase 88A1 (EC 2.4.1.-),UGT88A1 At3g16520 MDC8.15
Bo5g126080,Phosphoglucomutase/phosphomannomutase (PGM/PMM) (EC 5.4.2.2) (EC 5.4.2.8),TK1108 Tko1621
Bo5g126100,Nitrile-specifier protein 1 (AtNSP1) (Jacalin-related lectin 28),NSP1 JAL28 At3g16400 MDC8.2 T02O04.11
Bo5g126120,Nitrile-specifier protein 2 (AtNSP2) (Jacalin-related lectin 21),NSP2 JAL21 At2g33070 F25I18.19
Bo5g126200,,
Bo5g126540,TSA1-like protein (Protein NAI2),NAI2 At3g15950 MVC8.9
Bo5g126650,,
Bo5g127100,Stem-specific protein TSJT1,TSJT1
Bo5g127240,Lectin-like protein At3g16530,At3g16530 MDC8.16
Bo5g127280,,
Bo5g127530,Glutathione S-transferase Z1 (AtGSTZ1) (EC 2.5.1.18) (GST class-zeta member 1) (Glutathione S-transferase 18) (Maleylacetone isomerase) (MAI) (EC 5.2.1.-),GSTZ1 GST18 GSTZ At2g02390 T16F16.18
Bo5g127540,Protein DJ-1 homolog A (AtDJ1A),DJ1A At3g14990 K15M2.13
Bo5g127640,,
Bo5g127680,,
Bo5g127740,,
Bo5g128750,Probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840 (EC 2.7.11.1),LRR-RLK At3g14840 T21E2.2
Bo5g128830,,
Bo5g128910,Bidirectional sugar transporter SWEET2 (AtSWEET2) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 2),SWEET2 At3g14770 T21E2.2
Bo5g130310,(S)-2-hydroxy-acid oxidase GLO2 (EC 1.1.3.15) (Glycolate oxidase 1) (AtGLO2) (GOX 1) (Short chain alpha-hydroxy acid oxidase GLO2),GLO2 GOX1 At3g14415 MLN21.20
Bo5g130360,Serine/threonine-protein kinase WAG2 (EC 2.7.11.1),WAG2 At3g14370 MLN21.15
Bo5g130440,,
Bo5g131580,,
Bo5g131590,GDSL esterase/lipase ESM1 (EC 3.1.1.-) (Extracellular lipase ESM1) (Protein EPITHIOSPECIFIER MODIFIER 1) (AtESM1),ESM1 At3g14210 MAG2.6
Bo5g131750,Subtilisin-like protease SBT1.4 (EC 3.4.21.-) (Subtilase subfamily 1 member 4) (AtSBT1.4),SBT1.4 At3g14067 MDC16.21
Bo5g132000,Protein ROOT HAIR DEFECTIVE 3 (EC 3.6.5.-) (Protein FRAGILE FIBER 4) (Protein SEY1 homolog 1),RHD3 FRA4 At3g13870 MCP4.11
Bo5g132510,,
Bo5g132810,Protein CWC15 homolog A,cwc15-a
Bo5g132900,,
Bo5g132960,,
Bo5g133140,E3 ubiquitin-protein ligase RGLG4 (EC 2.3.2.27) (RING domain ligase 4),RGLG4 At1g79380 T8K14.20
Bo5g133210,Transcription factor MYB86 (Myb homolog 4) (AtMyb4) (Myb-related protein 86) (AtMYB86),MYB86 MYB4 At5g26660 F21E10.4
Bo5g133420,Endochitinase CH25 (EC 3.2.1.14),
Bo5g133430,Cysteine proteinase inhibitor 6 (AtCYS-6) (PIP-M) (PRLI-interacting factor M),CYS6 At3g12490 MQC3.31 T2E22.19
Bo5g133600,Chaperone protein dnaJ 6 (AtDjC6) (AtJ6),ATJ6 C6 J6 At5g06910 MOJ9.8
Bo5g135140,,
Bo5g136270,NDR1/HIN1-like protein 1,NHL1 At3g11660 T19F11.6
Bo5g136280,,
Bo5g136440,NADPH-dependent aldehyde reductase-like protein chloroplastic (EC 1.1.1.-),At3g03980 T11I18.9
Bo5g136640,UDP-glycosyltransferase 76B1 (EC 2.4.1.-),UGT76B1 At3g11340 F11B9.23 F24K9.1
Bo5g136790,,
Bo5g137050,,
Bo5g137710,Probable calcium-binding protein CML36 (Calmodulin-like protein 36),CML36 At3g10190 F14P13.21
Bo5g137740,Heme-binding-like protein At3g10130 chloroplastic,At3g10130 T22K18.4
Bo5g137880,Phosphatidylinositol 4-phosphate 5-kinase 9 (AtPIP5K9) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 9) (Diphosphoinositide kinase 9) (PtdIns(4)P-5-kinase 9),PIP5K9 At3g09920 F8A24.2
Bo5g139250,UNC93-like protein 3,At3g09470 F11F8.4
Bo5g139770,F-box/kelch-repeat protein At5g51250,At5g51250 MWD22.20
Bo5g139780,DNA topoisomerase 2 (EC 5.6.2.3) (DNA topoisomerase II),TOP2 At3g23890 F14O13.7
Bo5g139790,,
Bo5g139840,Phosphoinositide phospholipase C 2 (EC 3.1.4.11) (Phosphoinositide phospholipase PLC2) (AtPLC2) (PI-PLC2),PLC2 At3g08510 T8G24.4
Bo5g139860,Glycosyltransferase-like KOBITO 1 (EC 2.4.1.-) (Protein ABA INSENSITIVE 8) (Protein ELONGATION DEFECTIVE 1),ELD1 ABI8 KOB1 At3g08550 F17O14.2
Bo5g140040,Glycine-rich RNA-binding protein 3 mitochondrial (AtGR-RBP3) (AtRBG3) (Mitochondrial RNA-binding protein 2a) (At-mRBP2a) (Organelle RRM domain-containing protein 3),RBG3 GR-RBP3 MRBP2A ORRM3 At5g61030 MAF19_30
Bo5g140150,Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1
Bo5g140180,Thymidine kinase a (AtTK1a) (EC 2.7.1.21),TK1A At3g07800 F17A17.14 MLP3.25
Bo5g141570,Auxin-induced in root cultures protein 12,AIR12 At3g07390 F21O3_10
Bo5g143020,Putative F-box/kelch-repeat protein At5g03000,At5g03000 F15A17.30
Bo5g143040,,
Bo5g143360,Protein SINE3,SINE3 At3g06600 F5E6.7
Bo5g144760,Dual specificity protein phosphatase 1B (AtDsPTP1B) (EC 3.1.3.16) (EC 3.1.3.48) (MAPK phosphatase 2) (AtMKP2),DSPTP1B MKP2 At3g06110 F28L1.5
Bo5g144950,Germin-like protein subfamily 2 member 3,GLP8 At3g05930 F10A16.23 F2O10.11
Bo5g145110,Defensin-like protein 205,At3g05730 F10A16.1 F18C1.19
Bo5g145340,REF/SRPP-like protein At3g05500,At3g05500 F22F7.5
Bo5g145350,Protein RALF-like 22,RALFL22 At3g05490 F22F7.6
Bo5g146580,Alpha-dioxygenase 1 (Alpha DOX1) (EC 1.14.99.-) (Fatty acid dioxygenase AlphaDOX1) (Pathogen-induced oxygenase) (Plant alpha dioxygenase 1),DOX1 DIOX1 PADOX-1 PIOX At3g01420 T13O15.6
Bo5g146750,Probable serine/threonine-protein kinase At1g54610 (EC 2.7.11.1),At1g54610 T22H22.5
Bo5g146900,Serine/threonine-protein kinase WNK1 (AtWNK1) (EC 2.7.11.1) (Protein kinase with no lysine 1),WNK1 At3g04910 T9J14.14
Bo5g148060,,
Bo5g148520,Casein kinase 1-like protein HD16 (EC 2.7.11.1) (Os03g0793500 protein) (Protein EARLY FLOWERING 1) (Protein HEADING DATE 16),HD16 CKI EL1 Os03g0793500 LOC_Os03g57940 OsJ_12923 OSJNBb0060J21.12
Bo5g148530,Casein kinase 1-like protein HD16 (EC 2.7.11.1) (Os03g0793500 protein) (Protein EARLY FLOWERING 1) (Protein HEADING DATE 16),HD16 CKI EL1 Os03g0793500 LOC_Os03g57940 OsJ_12923 OSJNBb0060J21.12
Bo5g148540,Protein CYPRO4,CYPRO4
Bo5g148800,Protein DETOXIFICATION 24 (AtDTX24) (Multidrug and toxic compound extrusion protein 24) (MATE protein 24),DTX24 At3g03620 T12J13.10
Bo5g149860,(Z)-3-hexen-1-ol acetyltransferase (EC 2.3.1.195),CHAT At3g03480 T21P5.10
Bo5g150030,Endoribonuclease Dicer homolog 2 (EC 3.1.26.-) (Dicer-like protein 2) (AtDCL2),At3g03300 T17B22.1
Bo5g150040,Endoribonuclease Dicer homolog 2 (EC 3.1.26.-) (Dicer-like protein 2) (AtDCL2),At3g03300 T17B22.1
Bo5g150180,Glutathione S-transferase F11 (AtGSTF11) (EC 2.5.1.18) (AtGSTF6) (GST class-phi) (GST class-phi member 11),GSTF11 GSTF6 At3g03190 T17B22.12
Bo5g153950,Transcription factor GTE11 (BROMODOMAIN AND EXTRATERMINAL DOMAIN PROTEIN 10) (AtBET10) (Bromodomain-containing protein GTE11) (Protein GLOBAL TRANSCRIPTION FACTOR GROUP E11),GTE11 BET10 At3g01770 F28J7.10 F4P13.32
Bo5g155090,Beta carbonic anhydrase 1 chloroplastic (AtbCA1) (AtbetaCA1) (EC 4.2.1.1) (Beta carbonate dehydratase 1) (Protein SALICYLIC ACID-BINDING PROTEIN 3) (AtSABP3),BCA1 CA1 SABP3 At3g01500 F4P13.5
Bo5g155120,Homeobox-leucine zipper protein HAT5 (HD-ZIP protein ATHB-1) (Homeodomain transcription factor ATHB-1) (Homeodomain-leucine zipper protein HAT5) (HD-ZIP protein 5),HAT5 ATHB-1 At3g01470 F4P13.2
Bo5g155140,Photosynthetic NDH subunit of lumenal location 3 chloroplastic (PsbQ-like protein 2),PNSL3 PQL1 PQL2 At3g01440 T13O15.8
Bo5g155150,Mediator of RNA polymerase II transcription subunit 11,MED11 MED11_1 At3g01435 T13O15
Bo5g155160,,
Bo5g156410,Transcription factor MYB106 (Myb-related protein 106) (AtMYB106) (Transcription factor NOEK),MYB106 NOK At3g01140 T4P13.17
Bo6g002140,AAA-ATPase At1g43910 (EC 3.6.1.3),At1g43910 F9C16.7
Bo6g002180,Protein STAY-GREEN LIKE chloroplastic,SGRL At1g44000 F9C16.20
Bo6g003230,,
Bo6g003390,Chlorophyllide a oxygenase chloroplastic (Chlorophyll a oxygenase) (EC 1.14.13.122) (Chlorophyll b synthase) (AtCAO),CAO CHL At1g44446 T18F15.7
Bo6g005840,Protein transport protein Sec61 subunit alpha (Secretory 61 complex subunit alpha),sec61a DDB_G0278885
Bo6g006930,Probable E3 ubiquitin-protein ligase RHG1A (EC 2.3.2.27) (RING-H2 finger G1a) (RING-H2 zinc finger protein RHG1a) (RING-type E3 ubiquitin transferase RHG1A),RHG1A At5g42940 MBD2.14
Bo6g006990,Protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT-like 2 (Protein WEL2),WEL2 At1g45545 F2G19.5
Bo6g007020,,
Bo6g008240,Cyclin-A3-2 (G2/mitotic-specific cyclin-A3-2) (CycA3;2),CYCA3-2 At1g47210 F2G19.30 F8G22.8
Bo6g010440,Exocyst complex component SEC3A (AtSec3a),SEC3A At1g47550 F16N3.18
Bo6g010770,Beta carbonic anhydrase 3 (AtbCA3) (AtbetaCA3) (EC 4.2.1.1) (Beta carbonate dehydratase 3),BCA3 At1g23730 F5O8.28
Bo6g010810,Beta carbonic anhydrase 3 (AtbCA3) (AtbetaCA3) (EC 4.2.1.1) (Beta carbonate dehydratase 3),BCA3 At1g23730 F5O8.28
Bo6g010910,Polygalacturonase At1g48100 (PG) (EC 3.2.1.15) (Pectinase At1g48100),At1g48100 F21D18.17 F21D18.18
Bo6g010940,,
Bo6g010960,Signal recognition particle 19 kDa protein (SRP19),SRP19 At1g48160 F21D18.11
Bo6g010970,Indole-3-glycerol phosphate synthase chloroplastic (IGPS) (EC 4.1.1.48),IGPS At2g04400 T1O3.19
Bo6g010980,,
Bo6g011000,Putative peroxisomal acyl-coenzyme A oxidase 1.2 (EC 1.3.3.6),ACX1.2 At2g35690 T20F21.12
Bo6g011040,tRNA-specific adenosine deaminase TAD2 (AtTAD2) (EC 3.5.4.33) (Protein EMBRYO DEFECTIVE 2191) (tRNA-specific adenosine-34 deaminase TAD2),TAD2 EMB2191 At1g48175 F21D18.9
Bo6g011080,Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S) (Meiotic prophase aminopeptidase 1),MPA1 At1g63770 F24D7.4 T12P18.21
Bo6g011100,CBL-interacting serine/threonine-protein kinase 17 (EC 2.7.11.1) (SNF1-related kinase 3.21) (SOS2-like protein kinase PKS20),CIPK17 PKS20 SnRK3.21 At1g48260 F11A17.18 F21D18.2
Bo6g014320,Serine/threonine-protein kinase 11-interacting protein,STK11IP RCJMB04_2g8
Bo6g015550,Receptor for activated C kinase 1B (Guanine nucleotide-binding protein subunit beta-like protein B),RACK1B At1g48630 F11I4.18 F9P7.2
Bo6g015640,4-substituted benzoates-glutamate ligase GH3.12 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 12) (AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3),GH3.12 GDG1 PBS3 WIN3 At5g13320 T22N19.5 T31B5.140
Bo6g015650,4-substituted benzoates-glutamate ligase GH3.12 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 12) (AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3),GH3.12 GDG1 PBS3 WIN3 At5g13320 T22N19.5 T31B5.140
Bo6g015670,4-substituted benzoates-glutamate ligase GH3.12 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 12) (AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3),GH3.12 GDG1 PBS3 WIN3 At5g13320 T22N19.5 T31B5.140
Bo6g018030,,
Bo6g018750,F-box protein At1g49990,At1g49990 F2J10.12
Bo6g018780,,
Bo6g022020,,
Bo6g022350,Nuclear pore complex protein GP210 (Nuclear pore membrane glycoprotein 210) (Nucleoporin GP210) (Protein EMBRYO DEFECTIVE 3012),GB210 EMB3012 At5g40480 K21I16.30
Bo6g022510,,
Bo6g024700,Lon protease homolog 4 chloroplastic/mitochondrial (AtLon4) (EC 3.4.21.53),LON4 At3g05790 F10A16.8
Bo6g025880,Zinc finger A20 and AN1 domain-containing stress-associated protein 2 (AtSAP2),SAP2 At1g51200 F11M15.6 F11M15.7
Bo6g026020,ABC transporter G family member 13 (ABC transporter ABCG.13) (AtABCG13) (White-brown complex homolog protein 13) (AtWBC13),ABCG13 WBC13 At1g51460 F5D21.8
Bo6g026070,,
Bo6g026280,Heat shock 70 kDa protein 7 chloroplastic (Chloroplast heat shock protein 70-2) (cpHsc70-2) (Heat shock protein 70-7) (AtHsp70-7),HSP70-7 CPHSC70-2 HSC70-7 At5g49910 K9P8.5
Bo6g026440,LysM domain receptor-like kinase 3 (LysM-containing receptor-like kinase 3) (EC 2.7.11.-),LYK3 At1g51940 T14L22.13
Bo6g026490,,
Bo6g026520,Myrosinase-binding protein 2 (Jacalin-related lectin 6) (Myrosinase-binding protein-like At1g52030) (MBP),F-ATMBP JAL6 MBP2 At1g52030 F5F19.9
Bo6g027550,,
Bo6g027570,Nitrile-specifier protein 2 (AtNSP2) (Jacalin-related lectin 21),NSP2 JAL21 At2g33070 F25I18.19
Bo6g027850,ATP-dependent Clp protease ATP-binding subunit CLPT1 chloroplastic (nClpC-like protein),CLPT1 CLPS1 At4g25370 T30C3.40
Bo6g028060,Nuclear pore complex protein NUP50A (Nucleoporin 50A),NUP50A At1g52380 F19K6.4
Bo6g028090,Beta-D-glucopyranosyl abscisate beta-glucosidase (EC 3.2.1.175) (Beta-glucosidase 1) (AtBG1) (Beta-glucosidase 18) (AtBGLU18) (Beta-glucosidase homolog 1),BGLU18 BG1 BGL1 At1g52400 F19K6.15
Bo6g029330,,
Bo6g029340,Probable E3 ubiquitin-protein ligase ZFP1 (OsZFP1) (EC 2.3.2.27),ZFP1 Os01g0667700 LOC_Os01g47740 OsJ_02947 OSJNBb0063G05.28-1 OSJNBb0063G05.28-2
Bo6g029490,Phosphoenolpyruvate carboxylase 1 (AtPPC1) (PEPC 1) (PEPCase 1) (EC 4.1.1.31) (107-kDa PEPC polypeptide),PPC1 p107 At1g53310 F12M16.21
Bo6g029500,Phosphoenolpyruvate carboxylase 1 (AtPPC1) (PEPC 1) (PEPCase 1) (EC 4.1.1.31) (107-kDa PEPC polypeptide),PPC1 p107 At1g53310 F12M16.21
Bo6g031000,Stem-specific protein TSJT1,TSJT1
Bo6g031110,Lectin-like protein At1g53070,At1g53070 F8L10.7
Bo6g031190,,
