Gene,Description,BLAST_hit
Bo3g094290,UDP-glycosyltransferase 72D1 (EC 2.4.1.-),UGT72D1 At2g18570 F24H14.8
Bo3g100540,Protein MADS AFFECTING FLOWERING 5 (MADS box protein FCL1) (MADS-box protein AGAMOUS-LIKE 68),MAF5 AGL68 FCL1 At5g65080 F15O5.4
Bo3g100570,Agamous-like MADS-box protein AGL27 (MADS box FLC1-like nuclear protein) (Protein FLOWERING LOCUS M) (Protein MADS AFFECTING FLOWERING 1),AGL27 FK1 FLM MAF1 At1g77080 F22K20.15
Bo3g101520,Casein kinase II subunit beta-2 (CK II beta-2),CKB2 At4g17640 dl4855w
Bo3g103340,CBS domain-containing protein CBSCBSPB1,CBSCBSPB1 At5g63490 MLE2.12
Bo3g104680,BRAP2 RING ZnF UBP domain-containing protein 1 (EC 2.3.2.27),BRIZ1 RING-HCa At2g42160 T24P15.7
Bo3g107730,Endonuclease MutS2 (EC 3.1.-.-),mutS2 mutSB sll1772
Bo3g107990,Sodium/calcium exchanger NCL (Na(+)/Ca(2+)-exchange protein NCL) (Protein NCX-like) (AtNCL),NCL At1g53210 F12M16.12
Bo3g113760,Aldehyde dehydrogenase family 2 member B4 mitochondrial (ALDH2a) (EC 1.2.1.3),ALDH2B4 ALDH2 At3g48000 T17F15.130
Bo3g118450,Phototropin-1 (EC 2.7.11.1) (Non-phototropic hypocotyl protein 1) (Root phototropism protein 1),PHOT1 JK224 NPH1 RPT1 At3g45780 T6D9_110
Bo3g118460,Phototropin-1 (EC 2.7.11.1) (Non-phototropic hypocotyl protein 1) (Root phototropism protein 1),PHOT1 JK224 NPH1 RPT1 At3g45780 T6D9_110
Bo3g120750,Xyloglucan endotransglucosylase/hydrolase protein 31 (At-XTH31) (AtXTR8) (XTH-31) (EC 2.4.1.207) (EC 3.2.1.151),XTH31 ATXG XTR8 At3g44990 F14D17.60
Bo3g123680,Indole-3-acetaldehyde oxidase (IAA oxidase) (EC 1.2.3.7) (Aldehyde oxidase 2) (AO-2) (AtAO-2) (AtAO3),AAO2 AO3 At3g43600 F22J12.40
Bo3g127570,ATP synthase subunit beta-1 mitochondrial (EC 7.1.2.2),At5g08670 T2K12.11
Bo3g137220,Foldase protein PrsA (EC 5.2.1.8),prsA Exig_0687
Bo3g138620,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (AtA alpha) (PP2A subunit A alpha isoform) (PR-65 A) (Protein ROOTS CURL IN NAPHTHYLPHTHALAMIC ACID 1) (Protein enhancer of ethylene-response 1),PP2AA1 EER1 RCN1 REGA At1g25490 F2J7.19
Bo3g142920,Calcium-transporting ATPase 1 (EC 7.2.2.10) (Ca(2+)-ATPase isoform 1) (Plastid envelope ATPase 1),ACA1 PEA1 At1g27770 F28L5.1 T22C5.23
Bo3g144130,Auxin-responsive protein SAUR64 (Protein SMALL AUXIN UP RNA 64),SAUR64 At1g29450 F15D2.4
Bo3g149200,15-cis-phytoene desaturase chloroplastic/chromoplastic (EC 1.3.5.5) (Phytoene dehydrogenase) (Phytoene desaturase),PDS At4g14210 dl3145c
Bo3g149340,Serine/threonine-protein kinase STY46 (EC 2.7.11.1) (Serine/threonine/tyrosine-protein kinase 46),STY46 At4g38470 F20M13.30
Bo3g149500,1-phosphatidylinositol phosphodiesterase (EC 4.6.1.13) (Phosphatidylinositol diacylglycerol-lyase) (Phosphatidylinositol-specific phospholipase C) (PI-PLC),plcA pic lmo0201
Bo3g152860,Ribokinase (AtRBSK) (RK) (EC 2.7.1.15),RBSK At1g17160 F20D23.14
Bo3g153350,50S ribosomal protein L7/L12,rplL
Bo3g153850,Geranylgeranyl pyrophosphate synthase chloroplastic/chromoplastic (GGPP synthase) (GGPS) (EC 2.5.1.-) ((2E6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranyltranstransferase) (EC 2.5.1.10),GGPS1 GGPS
Bo3g154050,Nucleolar protein 6,nol6
Bo3g162280,Calcium-binding protein CML42 (Calmodulin-like protein 42),CML42 At4g20780 F21C20.130
Bo3g164150,Calcium permeable stress-gated cation channel 1 (AtCSC1) (Hyperosmolality-gated Ca2+ permeable channel 1.2) (AtOSCA1.2),CSC1 OSCA1.2 At4g22120 F1N20.220
Bo3g169000,V-type proton ATPase subunit H (V-ATPase subunit H) (Vacuolar H(+)-ATPase subunit H) (Vacuolar proton pump subunit H),VHA-H At3g42050 F4M19_10
Bo3g170480,Fatty acyl-CoA reductase 3 (EC 1.2.1.84) (Protein ECERIFERUM 4),FAR3 CER4 At4g33790 T16L1.280
Bo3g171060,Lachrymatory-factor synthase,LFS
Bo3g171180,Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa),RCC2 KIAA1470 TD60
Bo3g173550,Xanthotoxin 5-hydroxylase CYP82C4 (8-methoxypsoralen 5-hydroxylase CYP82C4) (EC 1.14.14.-) (Cytochrome P450 82C4) (Fraxetin 5-hydroxylase CYP82C4) (EC 1.14.14.164),CYP82C4 At4g31940 F10N7.250
Bo3g175030,Gamma-glutamylcyclotransferase 2-2 (AtGGCT2;2) (EC 4.3.2.9) (Gamma-glutamyl cyclotransferase 2;2),GGCT2;2 At4g31290
Bo3g175290,CBL-interacting serine/threonine-protein kinase 6 (EC 2.7.11.1) (SNF1-related kinase 3.14) (SOS2-like protein kinase PKS4) (SOS3-interacting protein 3),CIPK6 PKS4 SIP3 SnRK3.14 At4g30960 F6I18.130
Bo3g175630,Xyloglucan endotransglucosylase/hydrolase protein 24 (At-XTH24) (XTH-24) (EC 2.4.1.207) (Endo-xyloglucan transferase) (Meristem protein 5) (MERI-5 protein) (MERI5 protein) (Xyloglucan endo-14-beta-D-glucanase),XTH24 MERI-5 MERI5B SEN4 At4g30270 F9N11.120
Bo3g178180,Profilin,
Bo3g178370,Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS),ALATS ALARS At1g50200 F14I3.17
Bo3g179660,Stress-response A/B barrel domain-containing protein UP3 (Unknown protein 3),UP3 At2g31670
Bo3g181200,Myrosinase-binding protein 2 (MBP) (Jacalin-related lectin 6),MBP2 JAL6 MBP1.2
Bo3g181230,Nitrile-specifier protein 4 (AtNSP4) (Jacalin-related lectin 29),NSP4 JAL29 At3g16410 T02O04.10 T2O4.17
Bo3g184050,Mechanosensitive ion channel protein 4 (Mechanosensitive channel of small conductance-like 4) (MscS-Like protein 4),MSL4 At1g53470 F22G10.15 T3F20.21
Bo3g185550,NKAP family protein,DDB_G0269284
Bo3g185660,DNA topoisomerase 2 (EC 5.6.2.3) (DNA topoisomerase II),TOP2
Bo3g185820,Probable LRR receptor-like serine/threonine-protein kinase At1g56140 (EC 2.7.11.1),At1g56140 F14G9.24 T6H22.8.1
Bo4g012810,4-alpha-glucanotransferase DPE2 (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enzyme) (Protein DISPROPORTIONATING ENZYME 2),DPE2 At2g40840 T20B5.4
Bo4g013080,Transcription factor bHLH100 (Basic helix-loop-helix protein 100) (AtbHLH100) (bHLH 100) (Transcription factor EN 7) (bHLH transcription factor bHLH100),BHLH100 EN7 At2g41240 F13H10.21
Bo4g014600,Non-functional pseudokinase ZED1 (Protein HOPZ-ETI-DEFICIENT 1),ZED1 At3g57750
Bo4g015900,50S ribosomal protein L31 chloroplastic (CL31) (Protein EMBRYO DEFECTIVE 2184),RPL31 EMB2184 At1g75350 F1B16.11
Bo4g017270,Protodermal factor 1,PDF1 At2g42840 F7D19.16
Bo4g023800,Beta-glucosidase 26 peroxisomal (AtBGLU26) (EC 3.2.1.21) (Protein PENETRATION 2),BGLU26 PEN2 At2g44490 F4I1.30
Bo4g024310,GATA transcription factor 2 (AtGATA-2),GATA2 At2g45050 T14P1.14
Bo4g024730,BEACH domain-containing protein C2 (BEACH-domain homolog C2),BCHC2 At2g45540
Bo4g025760,Isoamylase 1 chloroplastic (AtISA1) (EC 3.2.1.68),ISA1 At2g39930 T28M21.9
Bo4g025980,26S proteasome regulatory subunit 7 homolog A (26S proteasome AAA-ATPase subunit RPT1a) (26S proteasome subunit 7 homolog A) (Regulatory particle triple-A ATPase subunit 1a),RPT1A At1g53750 F22G10.2 T18A20.1
Bo4g026360,Metal tolerance protein 11 (AtMTP11),MTP11 At2g39450 F12L6.11
Bo4g026550,SAC3 family protein A,SAC3A At2g39340 T16B24.2
Bo4g027520,40S ribosomal protein S11-3,RPS11C At5g23740 MRO11.22
Bo4g027610,40S ribosomal protein S4,RPS4
Bo4g030120,Aldo-keto reductase family 4 member C10 (EC 1.1.1.-),AKR4C10 At2g37790 T8P21.30
Bo4g030720,WRKY transcription factor 44 (Protein TRANSPARENT TESTA GLABRA 2) (WRKY DNA-binding protein 44),WRKY44 TTG2 At2g37260 F3G5.5
Bo4g038570,Probable inactive poly [ADP-ribose] polymerase SRO1 (Protein SIMILAR TO RCD ONE 1),SRO1 CEO2 At2g35510 T32F12.11
Bo4g038690,Glycine cleavage system H protein 3 mitochondrial,GDH3 At1g32470 F5D14.25
Bo4g038850,Separase (EC 3.4.22.49) (Protein EXTRA SPINDLE POLES) (AtESP) (Protein RADIALLY SWOLLEN 4),ESP1 AESP ESP RSW4 At4g22970 F7H19.150
Bo4g039810,Chlorophyll a-b binding protein 1 chloroplastic (LHCII type I CAB-1) (LHCP),CAB1
Bo4g039970,Probable methyltransferase PMT25 (EC 2.1.1.-),At2g34300 F13P17.14
Bo4g044160,Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (Protein EMBRYO DEFECTIVE 2772),PROC1 EMB2772 At5g14800 T9L3_100
Bo4g046160,Transcription repressor OFP16 (Ovate family protein 16) (AtOFP16),OFP16 At2g32100 F22D22.15
Bo4g052170,Delta-9 acyl-lipid desaturase 2 (EC 1.14.19.-),ADS2 At2g31360 T28P16.15
Bo4g052480,Ethylene-responsive transcription factor 15 (AtERF15) (Ethylene-responsive element-binding factor 15) (EREBP-15),ERF15 ERF-15 ERF093 At2g31230 F16D14.7
Bo4g052640,Serine/threonine-protein phosphatase 7 (EC 3.1.3.16),PP7 At5g63870 MGI19.7
Bo4g053900,Probable 2-oxoacid dependent dioxygenase (EC 1.14.-.-),GSL-OH At2g25450 F13B15.11
Bo4g053930,Oxygen-evolving enhancer protein 2-1 chloroplastic (OEE2) (23 kDa subunit of oxygen evolving system of photosystem II) (23 kDa thylakoid membrane protein) (OEC 23 kDa subunit) (OEC23),PSBP1 PSBP At1g06680 F12K11.3 F4H5_18
Bo4g061330,Phosphomethylpyrimidine synthase chloroplastic (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Protein PYRIMIDINE REQUIRING) (Thiamine biosynthesis protein ThiC) (Protein THIAMINE C),THIC PY At2g29630 T27A16.27
Bo4g064690,Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2),Marc2 Mg87 Mosc2
Bo4g073060,Increased DNA methylation 1 (Histone H3 acetyltransferase IDM1) (EC 2.3.1.-) (Protein ROS4) (Repressor of silencing 4),IDM1 ROS4 At3g14980 K15M2.12
Bo4g077070,Xylogen-like protein 11,XYP11 At2g27130 T20P8.18
Bo4g083400,CSC1-like protein RXW8,RXW8 At1g58520 R18I X7J
Bo4g084650,Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (Protein EMBRYO DEFECTIVE 2772),PROC1 EMB2772 At5g14800 T9L3_100
Bo4g084660,ADP-ribosylation factor GTPase-activating protein AGD12 (ARF GAP AGD12) (Protein ARF-GAP DOMAIN 12) (AtAGD12) (Zinc- and calcium-binding protein) (AtZAC),AGD12 ZAC At4g21160 F7J7.100
Bo4g085160,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase (EC 4.2.3.-) (Terpenoid synthase 21) (AtTPS21),TPS21 PUP8 At5g23960 MZF18.16
Bo4g085170,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase (EC 4.2.3.-) (Terpenoid synthase 21) (AtTPS21),TPS21 PUP8 At5g23960 MZF18.16
Bo4g092860,1-aminocyclopropane-1-carboxylate oxidase (ACC oxidase) (EC 1.14.17.4) (Ethylene-forming enzyme) (EFE),ACO
Bo4g094180,Primary amine oxidase (EC 1.4.3.21) (Amine oxidase [copper-containing]),At1g62810 F23N19.18
Bo4g096890,Monodehydroascorbate reductase chloroplastic/mitochondrial (EC 1.6.5.4) (Monodehydroascorbate reductase 5 mitochondrial) (AtMDAR5) (Monodehydroascorbate reductase 6 chloroplastic) (AtMDAR6),MDAR5 MDAR6 MDHAR6 PMDAR-L PMDAR-S At1g63940 T12P18.4
Bo4g098470,Caffeoylshikimate esterase (EC 3.1.1.-) (Lysophospholipase 2) (LysoPL2),CSE At1g52760 F14G24.3
Bo4g101150,Probable F-box protein At3g61730 (Protein RFM) (Reduced male fertility protein),RMF At3g61730 F15G16.120 F21F14.11
Bo4g101220,Delta(8)-fatty-acid desaturase 1 (EC 1.14.19.29) (Delta(8)-sphingolipid desaturase 1) (Sphingoid long-chain base desaturase 1) (Sphingoid LCB desaturase 1) (Sphingolipid 8-(E/Z)-desaturase 1),SLD1 At3g61580 F2A19.180
Bo4g105110,Protein DMR6-LIKE OXYGENASE 2 (EC 1.14.11.-) (2-oxoglutarate (2OG)-Fe(II) oxygenase-like protein DLO2) (Salicylate 3-hydroxylase DLO2) (S3H DLO2) (SA 3-hydroxylase DLO2) (Salicylic acid 3-hydroxylase DLO2) (EC 1.14.13.-),DLO2 At4g10490 F3H7.17 F7L13.70
Bo4g107830,Sister chromatid cohesion 1 protein 3 (SCC1 homolog 3) (AtRAD21-2),SYN3 At3g59550 T16L24.100
Bo4g107850,Sister chromatid cohesion 1 protein 3 (SCC1 homolog 3) (AtRAD21-2),SYN3 At3g59550 T16L24.100
Bo4g108070,Transcription factor PIF5 (Basic helix-loop-helix protein 65) (AtbHLH65) (bHLH 65) (Phytochrome interacting factor-like 6) (Phytochrome-interacting factor 5) (Transcription factor EN 103) (bHLH transcription factor bHLH065),PIF5 BHLH65 EN103 PIL6 At3g59060 F17J16.110
Bo4g108130,Probable pectinesterase/pectinesterase inhibitor 35 [Includes: Pectinesterase inhibitor 35 (Pectin methylesterase inhibitor 35); Pectinesterase 35 (PE 35) (EC 3.1.1.11) (Pectin methylesterase 35) (AtPME35)],PME35 ARATH35 At3g59010 F17J16.60
Bo4g109810,Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1
Bo4g111040,Dehydration-responsive element-binding protein 2F (Protein DREB2F),DREB2F ERF051 At3g57600 F15B8.210
Bo4g111130,Polygalacturonase ADPG2 (AtADPG2) (PG ADPG2) (EC 3.2.1.15) (Pectinase ADPG2) (Protein ARABIDOPSIS DEHISCENCE ZONE POLYGALACTURONASE 2),ADPG2 PGAZAT At2g41850 T11A7.5
Bo4g112570,Transcription factor ORG2 (Basic helix-loop-helix protein 38) (AtbHLH38) (bHLH 38) (OBP3-responsive gene 2) (Transcription factor EN 8) (bHLH transcription factor bHLH038),ORG2 BHLH38 EN8 At3g56970 F24I3.50
Bo4g112590,Transcription factor ORG2 (Basic helix-loop-helix protein 38) (AtbHLH38) (bHLH 38) (OBP3-responsive gene 2) (Transcription factor EN 8) (bHLH transcription factor bHLH038),ORG2 BHLH38 EN8 At3g56970 F24I3.50
Bo4g112600,Transcription factor ORG2 (Basic helix-loop-helix protein 38) (AtbHLH38) (bHLH 38) (OBP3-responsive gene 2) (Transcription factor EN 8) (bHLH transcription factor bHLH038),ORG2 BHLH38 EN8 At3g56970 F24I3.50
Bo4g112820,Fatty acyl-CoA reductase 6 chloroplastic (EC 1.2.1.84),FAR6 At3g56700 T8M16.30
Bo4g112910,PGR5-like protein 1A chloroplastic (Ferredoxin-plastoquinone reductase 1),PGRL1A At4g22890 F7H19.70
Bo4g117010,Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1
Bo4g119910,F-box protein SKIP5 (SKP1-interacting partner 5),SKIP5 At3g54480 T14E10.50
Bo4g119920,F-box protein SKIP5 (SKP1-interacting partner 5),SKIP5 At3g54480 T14E10.50
Bo4g119950,Beta-galactosidase (Beta-gal) (EC 3.2.1.23) (Lactase),lacZ VC0395_A1917 VC395_2453
Bo4g120170,Naringenin2-oxoglutarate 3-dioxygenase (Naringenin 3-dioxygenase) (EC 1.14.11.9) (F3H) (Flavanone 3-hydroxylase) (Protein TRANSPARENT TESTA 6),F3H TT6 At3g51240 F24M12.280
Bo4g122830,ADPATP carrier protein ER-ANT1 (ADP/ATP translocase ER-ANT1) (Endoplasmic reticulum-adenine nucleotide transporter 1) (ER-ANT1),ER-ANT1 At5g17400 T10B6_60
Bo4g122970,Serine/threonine-protein kinase KIPK1 (EC 2.7.11.1) (KCBP-interacting protein kinase),KIPK1 KIPK At3g52890 F8J2_60
Bo4g124160,Nicastrin,At3g52640/At3g52650 F3C22.40/F3C22.50
Bo4g125690,Glycosyltransferase BC10 (EC 2.4.-.-) (Protein BRITTLE CULM 10) (Protein FRAGILE CULM 116),BC10 FC116 Os05g0170000 LOC_Os05g07790 OsJ_17281 P0685E10.4
Bo4g129610,Chaperone protein dnaJ 20 chloroplastic (AtDjC20) (AtJ20),ATJ20 C20 J20 At4g13830 F18A5.220
Bo4g129620,Receptor-like protein 47 (AtRLP47),RLP47 At4g13810 F18A5.200
Bo4g129640,High mobility group B protein 10 (Nucleosome/chromatin assembly factor group D 10),HMGB10 ARID-HMG2 NFD10 At3g13350 MDC11.14
Bo4g130770,Methionine--tRNA ligase cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS),At4g13780 F18A5.170
Bo4g130950,Probable transcription factor At1g61730 (Storekeeper-like protein At1g61730),At1g61730 T13M11.9
Bo4g131000,Cysteine-rich receptor-like protein kinase 18 (Cysteine-rich RLK18) (EC 2.7.11.-),CRK18 At4g23260 F21P8.150
Bo4g133380,Serine carboxypeptidase-like 20 (EC 3.4.16.-),SCPL20 At4g12910 F25G13.7
Bo4g136240,Cationic amino acid transporter 3 mitochondrial,CAT3 At5g36940 MLF18.60
Bo4g137140,Ribulose bisphosphate carboxylase small chain F1 chloroplastic (RuBisCO small subunit F1) (EC 4.1.1.39),RBCS F1
Bo4g137290,Chaperone protein DnaJ,dnaJ CHY_0416
Bo4g139820,Transcription factor ICE1 (Basic helix-loop-helix protein 116) (AtbHLH116) (bHLH 116) (Inducer of CBF expression 1) (Transcription factor EN 45) (Transcription factor SCREAM) (bHLH transcription factor bHLH116),SCRM BHLH116 EN45 ICE1 At3g26744 MDJ14.1 MLJ15.14
Bo4g142080,Homeobox protein BEL1 homolog,BEL1 BELL1 At5g41410 MYC6.12
Bo4g142140,Disease resistance protein RML1B (Protein RESISTANCE TO LEPTOSPHAERIA MACULANS 1B),RLM1B At1g63880 T12P18.10
Bo4g142240,Cation/H(+) antiporter 18 (Protein CATION/H+ EXCHANGER 18) (AtCHX18),CHX18 At5g41610 MBK23.12
Bo4g142700,Probable lysophospholipase BODYGUARD 2 (AtBDG2) (EC 3.1.1.-),BDG2 At5g41900 K16L22.19
Bo4g145240,Protein CHLORORESPIRATORY REDUCTION 7 chloroplastic,CRR7 At5g39210 K3K3.10
Bo4g147080,Phenylalanine--tRNA ligase alpha subunit cytoplasmic (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),At4g39280 T22F8.180
Bo4g151320,60S ribosomal protein L37-2,RPL37B At1g52300 F19K6.12
Bo4g151330,Cytochrome P450 708A2 (EC 1.14.-.-) (Thalianol hydroxylase) (AtTHAH),CYP708A2 THAH At5g48000 MDN11.7
Bo4g154210,Aspartate aminotransferase cytoplasmic isozyme 2 (EC 2.6.1.1) (Transaminase A),ASP4 At1g62800 F23N19.17 F23N19_26
Bo4g158790,Aquaporin TIP4-1 (Epsilon-tonoplast intrinsic protein) (Epsilon-TIP) (Tonoplast intrinsic protein 4-1) (AtTIP4;1),TIP4-1 At2g25810 F17H15.16
Bo4g159930,Protein EARLY FLOWERING 3 (Nematode-responsive protein),ELF3 PYK20 At2g25930 F17H15.25 T19L18.26
Bo4g164900,Serine carboxypeptidase-like 51 (EC 3.4.16.-),SCPL51 At2g27920 T1E2.16
Bo4g168090,Glutamate receptor 2.8 (Ligand-gated ion channel 2.8),GLR2.8 GLUR9 At2g29110 T9I4.19
Bo4g169200,3-hydroxyisobutyryl-CoA hydrolase 1 (EC 3.1.2.-) (EC 3.1.2.4) (CoA-thioester hydrolase CHY1),CHY1 At5g65940 K14B20.11
Bo4g169420,17.6 kDa class I heat shock protein 2 (17.6 kDa heat shock protein 2) (AtHsp17.6B),HSP17.6B At2g29500 F16P2.12
Bo4g173300,BTB/POZ domain-containing protein At2g30600,At2g30600/At2g30610 T6B20.5/T6B20.4
Bo4g173420,Pentatricopeptide repeat-containing protein At2g30780,At2g30780 T11J7.17
Bo4g177630,Disease resistance protein RML1A (Protein RESISTANCE TO LEPTOSPHAERIA MACULANS 1A),RLM1A At1g64070 F22C12.17
Bo4g178010,F-box protein DOR (Protein DROUGHT TOLERANCE REPRESSOR),DOR At2g31470 T28P16.4
Bo4g181800,Receptor like protein 27 (AtRLP27),RLP27 At2g33060 F25I18.20
Bo4g186190,BTB/POZ domain-containing protein FBL11,FBL11 At2g36370 F2H17.2
Bo4g186210,ABC transporter G family member 34 (ABC transporter ABCG.34) (AtABCG34) (Pleiotropic drug resistance protein 6),ABCG34 PDR6 At2g36380 F1O11.1
Bo4g187000,Increased DNA methylation 1 (Histone H3 acetyltransferase IDM1) (EC 2.3.1.-) (Protein ROS4) (Repressor of silencing 4),IDM1 ROS4 At3g14980 K15M2.12
Bo4g187270,UPF0725 protein At2g20625,At2g20625 F23N11.15
Bo4g187800,Sodium/pyruvate cotransporter BASS2 chloroplastic (Bile acid transporter 1) (Bile acid-sodium symporter family protein 2),BASS2 BAT1 SBF1 At2g26900 F12C20.6
Bo4g188600,Delta-1-pyrroline-5-carboxylate synthase A (P5CS A) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)],P5CSA P5CS1 At2g39800 T5I7.10
Bo4g190180,Heat stress transcription factor A-4a (AtHsfA4a) (AtHsf-15) (Heat shock factor protein 21) (HSF 21) (Heat shock transcription factor 21) (HSTF 21),HSFA4A HSF15 HSF21 At4g18880 F13C5.50
Bo4g190540,Cysteine proteinase inhibitor 3 (AtCYS-3),CYS3 FL3-27 At2g40880 T20B5.8
Bo4g191120,Cytochrome P450 83A1 (EC 1.14.14.43) (CYPLXXXIII) (Protein REDUCED EPIDERMAL FLUORESCENCE 2),CYP83A1 CYP83 REF2 At4g13770 F18A5.160
Bo4g192810,Transcription factor PAR1 (Basic helix-loop-helix protein 165) (AtbHLH165) (bHLH 165) (Protein HELIX-LOOP-HELIX 1) (Protein PHYTOCHROME RAPIDLY REGULATED 1) (bHLH transcription factor bHLH165),PAR1 BHLH165 HLH1 At2g42870 F7D19.13
Bo4g194180,O-acyltransferase WSD1 (Diacylglycerol O-acyltransferase) (DGAT) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase) (EC 2.3.1.75) (Wax synthase) (WS),WSD1 At5g37300 MNJ8.9
Bo4g194400,Defensin-like protein 2 (MTI-2) (Trypsin inhibitor 2),
Bo4g194840,Methylenetetrahydrofolate reductase 2 (AtMTHFR2) (EC 1.5.1.20),MTHFR2 At2g44160 F6E13.29
Bo4g195360,Protein transport protein Sec61 subunit beta,At2g45070 T14P1.12
Bo4g199780,Beta-glucosidase 3 (AtBGLU3) (EC 3.2.1.21),BGLU3 At4g22100 F1N20.200
Bo5g001180,K(+) efflux antiporter 1 chloroplastic (AtKEA1),KEA1 At1g01790 T1N6.20/T1N6.21
Bo5g002380,Cytochrome P450 86A4 (EC 1.14.14.1),CYP86A4 At1g01600 F22L4.14
Bo5g002600,Ethylene-responsive transcription factor ERF023,ERF023 At1g01250 F6F3.6
Bo5g002690,3-ketoacyl-CoA synthase 1 (KCS-1) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 1) (VLCFA condensing enzyme 1),KCS1 EL1 At1g01120 T25K16.11
Bo5g003130,Probable glycerol-3-phosphate acyltransferase 2 (AtGPAT2) (EC 2.3.1.15),GPAT2 At1g02390 T6A9.17 T6A9.8
Bo5g003500,Protein RALF-like 1 (Rapid alkalinization factor 1) (AtRALF1),RALF1 RALFL1 At1g02900 F22D16.10
Bo5g004220,Vacuolar protein sorting-associated protein 2 homolog 3 (AtVPS2-3) (Charged multivesicular body protein 2 homolog 3) (ESCRT-III complex subunit VPS2 homolog 3),VPS2.3 CHMP2-3 At1g03950 F21M11.12
Bo5g004380,3-ketoacyl-CoA synthase 2 (KCS-2) (EC 2.3.1.199) (Docosanoic acid synthase) (Very long-chain fatty acid condensing enzyme 2) (VLCFA condensing enzyme 2),KCS2 DAISY KCS17 At1g04220 F20D22.1
Bo5g004390,Auxin-responsive protein IAA3 (Indoleacetic acid-induced protein 3) (Short hypocotyl) (Suppressor of HY2),IAA3 SHY2 At1g04240 F19P19.32
Bo5g004400,Auxin-responsive protein IAA17 (Auxin response 3) (Indoleacetic acid-induced protein 17),IAA17 AXR3 At1g04250 F19P19.31
Bo5g004590,Probable methyltransferase PMT8 (EC 2.1.1.-),At1g04430 F19P19.11
Bo5g004930,TBC1 domain family member 13,Tbc1d13
Bo5g007010,Exosome complex component RRP41-like (Protein SLOWER GROWTH) (Ribosomal RNA-processing protein 41-like),RRP41L SLG At4g27490 F27G19.90
Bo5g007510,ATP-dependent zinc metalloprotease FTSH 8 chloroplastic (AtFTSH8) (EC 3.4.24.-),FTSH8 At1g06430 F12K11.22 F12K11_24
Bo5g009820,Probable receptor-like protein kinase At5g18500 (EC 2.7.11.1),At5g18500 T28N17.1
Bo5g009980,Germin-like protein subfamily 2 member 1,GLP4 GLP5 At1g09560 F14J9.22
Bo5g014730,G-type lectin S-receptor-like serine/threonine-protein kinase RKS1 (EC 2.7.11.1) (Receptor-like protein kinase 1),RKS1 At1g11340 T23J18.1 T28P6.1
Bo5g016650,Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 (EC 5.1.3.2) (EC 5.1.3.5) (UDP-D-xylose 4-epimerase) (UDP-L-arabinose 4-epimerase) (UDP-galactose 4-epimerase 1) (UDP-glucose 4-epimerase 1) (AtUGE1),UGE1 At1g12780 F13K23.3
Bo5g017130,Acid beta-fructofuranosidase 4 vacuolar (At beta fruct4) (AtBETAFRUCT4) (EC 3.2.1.26) (Acid invertase 4) (AI 4) (Acid sucrose hydrolase 4) (Vacuolar invertase 4) (Inv-V4) (VAC-INV 4) (VI 4),BFRUCT4 BETAFRUCT4 At1g12240 T28K15.3
Bo5g020490,Sulfhydryl oxidase 1 (EC 1.8.3.2) (Quiescin-sulfhydryl oxidase 1) (AtQSOX1),QSOX1 QSO2 At1g15020 T15D22.7
Bo5g021280,Mediator of RNA polymerase II transcription subunit 15a,MED15A MED15_2 At1g15780 F7H2.12
